office-name,ocd-division,directions,precinct name,name,street,City,state,zip,start time,end time
Harris County,ocd-division/country:us/state:tx/county:harris,,77,Our Redeemer Lutheran Church,215 Rittenhouse Street,Houston,TX,77076,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,78,Roosevelt Elementary School,6300 Irvington Boulevard ,Houston,TX,77022-5499,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,79,Charles Eliot Elementary School,6411 Laredo Street,Houston,TX,77020-4930,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,80,Judson Robinson Elementary School,12425 Woodforest Boulevard,Houston,TX,77013-6110,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,81,Galena Park Library,1500 Keene Street,Galena Park,TX,77547-2400,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,82,Memorial Chase Home Owners Association Clubhouse,9411 Landry Boulevard,Spring,TX,77379,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,84,E M Maxwell Adult Center,1201 Center Street,Deer Park,TX,77536-3241,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,85,Saint Luke the Evangelist Episcopal Church,3530 Wheeler Avenue,Houston,TX,77004,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,87,West University Scout House,6108 Edloe Street,Houston,TX,77005-2899,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,88,Bayshore Elementary School,800 McCabe Road,LaPorte,TX,77571,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,89,Southside Place Park Clubhouse,3743 Garnet Street,Houston,TX,77005-3715,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,90,City of El Lago City Hall,411 Tallowood Drive,El Lago,TX,77586-6060,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,91,Webster Fire Station No 2,18208 Egret Bay Boulevard,Webster,TX,77058,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,92,Armand Bayou Elementary School,16000 Hickory Knoll Drive,Houston,TX,77059-5299,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,93,Pearl Hall Elementary School,1504 9th Street,South Houston,TX,77587,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,94,Pearl Rucker Elementary School,5201 Vinett Street,Houston,TX,77017-4958,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,95,Quality Inn & Suites West,715 Highway 6 South,Houston,TX,77079-4003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,96,Summer Creek High School,14000 Weckford Boulevard,Houston,TX,77044,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,97,Newport Elementary School,430 North Diamondhead Boulevard,Crosby,TX,77532-4103,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,98,West Campus Gym,24403 East Lake Houston Parkway,Huffman,TX,77336,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,99,Sterling Municipal Library,1 Mary Elizabeth Wilbanks Avenue,Baytown,TX,77520,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,100,Ashbel Smith Elementary School,403 East James Street,Baytown,TX,77520,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,101,Hilton Houston North,12400 Greenspoint Drive,Houston,TX,77060,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,102,Baytown Community Center,2407 Market Street,Baytown,TX,77520,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,103,Comfort Suites,7209 Garth Road,Baytown,TX,77521-8706,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,104,Fonwood Elementary School,10719 Seneca Street,Houston,TX,77016-2599,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,105,Clark Park Community Center,9718 Clark Road,Houston,TX,77076-5299,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,106,Aldine Middle School,14908 Aldine Westfield Road,Houston,TX,77032-3097,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,107,Berry Elementary School,2310 Berry Road,Houston,TX,77093-7418,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,108,Octavia Fields Library,1503 South Houston Avenue,Humble,TX,77338-4822,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,109,G W Carver Contemporary High School,2100 South Victory Drive,Houston,TX,77088-7699,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,110,Salyers Elementary School,25705 West Hardy Road,Spring,TX,77373-2813,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,111,Fairfield Church of Christ,20402 Chappell Knoll Drive,Cypress,TX,77433,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,112,Krahn Elementary School,9502 Eday Drive,Spring,TX,77379-4315,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,113,Champions Emergency Services District,12730 Champion Forest Drive,Houston,TX,77066-1528,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,114,Samuel Matthews Park Community Center,1728 Hufsmith Road,Tomball,TX,77375-4918,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,115,A G Hilliard Elementary School,8115 East Houston Road,Houston,TX,77028-2022,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,116,City of Spring Valley City Hall,1025 Campbell Road,Houston,TX,77055-7495,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,117,Langwood Baptist Church,4134 Southerland Road,Houston,TX,77092-4417,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,118,Fall Creek Elementary School,14435 Mesa Drive,Humble,TX,77396,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,119,Katy Branch Harris County Public Library,5414 Franz Road,Katy,TX,77493-1717,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,120,Encourager Church,10950 Katy Freeway,Houston,TX,77043-3504,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,121,Roberts Road Elementary School,24920 Zube Road,Hockley,TX,77447-7842,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,122,John F Kennedy Elementary School,400 Victoria Drive,Houston,TX,77022-2422,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,123,Montrose Branch Houston Public Library,4100 Montrose Boulevard,Houston,TX,77006-4938,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,124,Ault Elementary School,21010 Maple Village Drive,Cypress,TX,77433-5722,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,125,Bleyl Middle School,10800 Mills Road,Houston,TX,77070-4499,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,126,Rosehill Elementary School,17950 Waller Tomball Road,Tomball,TX,77377-2622,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,127,Tomball City Hall Council Chamber,401 Market Street,Tomball,TX,77375-4697,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,128,Bellaire Civic Center,7008 South Rice Avenue,Bellaire,TX,77401-4495,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,129,Briargrove Elementary School,6145 San Felipe Street,Houston,TX,77057-2801,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,130,Briargrove Park Property Owners Building,2301 Seagler Road,Houston,TX,77042-2997,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,131,Abiding Faith United Methodist Church,14300 Almeda School Road,Houston,TX,77047,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,132,Saint Philip Neri Catholic Church,10960 Martin Luther King Boulevard,Houston,TX,77048-1896,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,133,West University Colonial Park Recreation Room,4130 Byron Street,Houston,TX,77005,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,134,Garden Villas Park Community Center,6720 South Haywood Drive,Houston,TX,77061,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,135,River Oaks Recreation Center,3600 Locke Lane,Houston,TX,77027-4003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,136,Saint James Episcopal Church,3129 Southmore Boulevard,Houston,TX,77004,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,138,New Pleasant Grove Baptist Church,3221 Bain Street,Houston,TX,77026-4405,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,139,Lamar Senior High School,3325 Westheimer Road,Houston,TX,77098-1003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,140,Thompson Elementary School,6121 Tierwester Street,Houston,TX,77021-1311,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,141,Alice Johnson Junior High School,15500 Proctor Street,Channelview,TX,77530-2697,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,142,Charlton Park Recreation Center,8200 Park Place Boulevard,Houston,TX,77017-3105,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,143,Cy Fair College Library at Lone Star,9191 Barker Cypress Road,Cypress,TX,77433-1383,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,144,Harris County Annex #36,3815 Cavalcade Street,Houston,TX,77026,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,145,Wesley United Methodist Church,7225 Homestead Road,Houston,TX,77028-3847,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,146,Platou Community Center,11655 Chimney Rock Road,Houston,TX,77035-2807,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,147,Walter and Inez Stovall Academy,3025 Ellington Street,Houston,TX,77088-4599,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,148,Roberts Elementary School,6000 Greenbriar Street,Houston,TX,77030-1145,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,150,Faith Christian Center,10118 Tidwell Road,Houston,TX,77078-3702,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,151,Shadydale Elementary School,5905 Tidwell Road,Houston,TX,77016-4745,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,152,Shady Lane Park Community Center,10220 Shady Lane,Houston,TX,77093,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,153,Janowski Elementary School,7500 Bauman Road,Houston,TX,77022-6125,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,154,HCC Southeast College Building C Parking Garage,6960 Rustic Street,Houston,TX,77087,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,155,Kirk Elementary School,12421 Tanner Road,Houston,TX,77041,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,156,Lora B Peck Elementary School,5001 Martin Luther King Boulevard,Houston,TX,77021-2711,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,157,Highland Park Recreation Center,3316 De Soto Street,Houston,TX,77091,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,158,Reynolds Elementary School,9601 Rosehaven Drive,Houston,TX,77051-3132,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,159,Bruce Elementary School,510 Jensen Drive,Houston,TX,77020-5834,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,160,Bruce Elementary School,510 Jensen Drive,Houston,TX,77020,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,161,Julia C Hester House,2020 Solo Street,Houston,TX,77020,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,162,Woodland Acres Elementary School,12936 Sarahs Lane,Houston,TX,77015-6396,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,163,First Baptist Church of Jacinto City,10701 Wiggins Street,Jacinto City,TX,77029,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,164,Clinton Park Community Center,200 Mississippi Street,Houston,TX,77029,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,165,Spring Oaks Middle School,2150 Shadowdale Drive,Houston,TX,77043,07:00:00 - 06:00,19:00:00 - 06:00
