office-name,ocd-division,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,notes
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10-17-16,10-21-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10-24-16,10-28-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10-31-16,11-04-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,201 W. Frontier St.,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,206 Giffin Ave,Winkelman,AZ,85192,10:00:00 - 07:00,14:00:00 - 07:00,10-18-16,10-18-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,4621 S 9th St,Whiteriver,AZ,85941,10:00:00 - 07:00,14:00:00 - 07:00,10-19-16,10-19-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov, Hwy 188 ,Roosevelt,AZ,85545,09:00:00 - 07:00,11:00:00 - 07:00,10-20-16,10-20-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,45675 N Hwy 188,Tonto Basin,AZ,85553,13:00:00 - 07:00,15:00:00 - 07:00,10-20-16,10-20-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,4039 N Az Highway 87,Pine,AZ,85544,10:00:00 - 07:00,14:00:00 - 07:00,10-25-16,10-25-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,89 San Carlos Ave, San Carlos,AZ,85550,10:00:00 - 07:00,14:00:00 - 07:00,10-26-16,10-26-16,
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,"Pleasant Valley Community Center, Hwy 288  ",Young,AZ,85554,10:00:00 - 07:00,14:00:00 - 07:00,10-27-16,10-27-16,
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,921 Thatcher Blvd.,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,EV starts Oct 12 and runs M - TH 7am to 6pm. Closed on Friday EXCEPT for Nov 4 when hours will be 8 - 5. No saturdays. Don't have satellite locations set at this time - will closer to election time. 
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,921 Thatcher Blvd.,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,921 Thatcher Blvd.,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,921 Thatcher Blvd.,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,921 Thatcher Blvd.,Safford,AZ,85546,8:00:00 - 07:00,17:00:00 - 07:00,11-04-16,11-04-16,
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,253 5th Street,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,EV runs Oct 12 - Nov 4. M - F 8 - 5 pm. no lunch. no satellite locations
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,253 5th Street,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,253 5th Street,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,253 5th Street,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,EV runs Oct 12 - Nov 7. M - Th 7am - 6pm. 2 Fridays before 8 - 5 (not open any other fridays) 
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,10-28-16,10-28-16,
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,11-04-16,11-04-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon-Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,
