office_name,office_title,ocd_division,description,homepage,phone,email,loc_name,address_one,address_two,city,state,zip,start_time,end_time,start_date,end_date,appointment_one,appointment_two,appointment_three,subject_to_change,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,18,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,19,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,20,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,21,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,22,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,23,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Adams County,County Clerk,ocd-division/country:us/state:id/county:adams,Adams County ID,http://www.co.adams.id.us/,(208) 253-4561,gyoung@co.adams.id.us,Adams County Courthouse,201 Industrial Ave,,Council,ID,83612,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,24,Adams County Courthouse,"201 Industrial Ave, Council, ID 83612",,08:00 AM - 05:00 PM,,ho91843171,false,true,,,,poll14900050
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,17:00:00 - 06:00,11/4/16,11/4/16,no,no,,,25,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 05:00 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,9/26/16,9/30/16,no,no,,,26,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,10/3/16,10/7/16,no,no,,,27,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,10/11/16,10/14/16,no,no,,,28,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,10/17/16,10/21/16,no,no,,,29,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,10/24/16,10/28/16,no,no,,,30,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bannock County,County Clerk,ocd-division/country:us/state:id/county:bannock,Bannock County ID,http://www.co.bannock.id.us/,(208) 236-7329,julieh@bannockcounty.us,Bannock County Elections Office,141 N. 6th,,Pocatello,ID,83201,9:00:00 - 06:00,16:30:00 - 06:00,10/31/16,11/3/16,no,no,,,31,Bannock County Elections Office,"141 N. 6th, Pocatello, ID 83201",,09:00 AM - 04:30 PM,,ho98137561,false,true,,,,poll7680323
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,32,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,33,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,34,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,35,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,36,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,37,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Bear Lake County,County Clerk,ocd-division/country:us/state:id/county:bear_lake,Bear Lake County ID,http://www.bearlakecounty.info/,(208) 945-2212,blclean@dcdi.net,Bear Lake County Courthouse,7 East Center,,Paris,ID,83261-0190,8:30:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,38,Bear Lake County Courthouse,"7 East Center, Paris, ID 83261",,08:30 AM - 05:00 PM,,ho1554818,false,true,,,,poll9422550
Benewah County,County Clerk,ocd-division/country:us/state:id/county:benewah,Benewah County ID,,(208) 245-3212,lragan@benewahcounty.org,Benewah County Courthouse,701 W College Ave,Suite 101,St Maries,ID,83861-1852,9:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,,39,Benewah County Courthouse,"701 W College Ave, Suite 101, St Maries, ID 83861",,09:00 AM - 05:00 PM,,ho5248499,false,true,,,,poll81133691
Benewah County,County Clerk,ocd-division/country:us/state:id/county:benewah,Benewah County ID,,(208) 245-3212,lragan@benewahcounty.org,Benewah County Courthouse,701 W College Ave,Suite 101,St Maries,ID,83861-1852,9:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,,40,Benewah County Courthouse,"701 W College Ave, Suite 101, St Maries, ID 83861",,09:00 AM - 05:00 PM,,ho5248499,false,true,,,,poll81133691
Benewah County,County Clerk,ocd-division/country:us/state:id/county:benewah,Benewah County ID,,(208) 245-3212,lragan@benewahcounty.org,Benewah County Courthouse,701 W College Ave,Suite 101,St Maries,ID,83861-1852,9:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,,41,Benewah County Courthouse,"701 W College Ave, Suite 101, St Maries, ID 83861",,09:00 AM - 05:00 PM,,ho5248499,false,true,,,,poll81133691
Benewah County,County Clerk,ocd-division/country:us/state:id/county:benewah,Benewah County ID,,(208) 245-3212,lragan@benewahcounty.org,Benewah County Courthouse,701 W College Ave,Suite 101,St Maries,ID,83861-1852,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,,42,Benewah County Courthouse,"701 W College Ave, Suite 101, St Maries, ID 83861",,09:00 AM - 05:00 PM,,ho5248499,false,true,,,,poll81133691
Benewah County,County Clerk,ocd-division/country:us/state:id/county:benewah,Benewah County ID,,(208) 245-3212,lragan@benewahcounty.org,Benewah County Courthouse,701 W College Ave,Suite 101,St Maries,ID,83861-1852,9:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,,43,Benewah County Courthouse,"701 W College Ave, Suite 101, St Maries, ID 83861",,09:00 AM - 05:00 PM,,ho5248499,false,true,,,,poll81133691
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,8:30:00 - 06:00,12:00:00 - 06:00,10/17/16,10/21/16,no,no,,,44,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,08:30 AM - 12:00 PM,,ho68329894,false,true,,,,poll89028045
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,8:30:00 - 06:00,12:00:00 - 06:00,10/24/16,10/28/16,no,no,,,45,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,08:30 AM - 12:00 PM,,ho68329894,false,true,,,,poll89028045
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,8:30:00 - 06:00,12:00:00 - 06:00,10/31/16,11/4/16,no,no,,,46,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,08:30 AM - 12:00 PM,,ho68329894,false,true,,,,poll89028045
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,13:00:00 - 06:00,16:30:00 - 06:00,10/17/16,10/21/16,no,no,,,47,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,01:00 PM - 04:30 PM,,ho68329894,false,true,,,,poll89028045
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,13:00:00 - 06:00,16:30:00 - 06:00,10/24/16,10/28/16,no,no,,,48,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,01:00 PM - 04:30 PM,,ho68329894,false,true,,,,poll89028045
Bingham County,County Clerk,ocd-division/country:us/state:id/county:bingham,Bingham County ID,http://www.co.bingham.id.us/,(208) 782-3164,mjensen@co.bingham.id.us,Bingham County Courthouse,501 N Maple St,Room 105,Blackfoot,ID,83221-1776,13:00:00 - 06:00,16:30:00 - 06:00,10/31/16,11/4/16,no,no,,,49,Bingham County Courthouse,"501 N Maple St, Room 105, Blackfoot, ID 83221",,01:00 PM - 04:30 PM,,ho68329894,false,true,,,,poll89028045
Blaine County,County Clerk,ocd-division/country:us/state:id/county:blaine,Blaine County ID,http://www.co.blaine.id.us/,(208) 788-5510,election@co.blaine.id.us,Old County Courthouse,206 1st Ave South,#200,Hailey,ID,83333-8429,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,50,Old County Courthouse,"206 1st Ave South, #200, Hailey, ID 83333",,08:00 AM - 05:00 PM,,ho60144568,false,true,,,,poll33207405
Blaine County,County Clerk,ocd-division/country:us/state:id/county:blaine,Blaine County ID,http://www.co.blaine.id.us/,(208) 788-5510,election@co.blaine.id.us,Old County Courthouse,206 1st Ave South,#200,Hailey,ID,83333-8429,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,51,Old County Courthouse,"206 1st Ave South, #200, Hailey, ID 83333",,08:00 AM - 05:00 PM,,ho60144568,false,true,,,,poll33207405
Blaine County,County Clerk,ocd-division/country:us/state:id/county:blaine,Blaine County ID,http://www.co.blaine.id.us/,(208) 788-5510,election@co.blaine.id.us,Old County Courthouse,206 1st Ave South,#200,Hailey,ID,83333-8429,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,52,Old County Courthouse,"206 1st Ave South, #200, Hailey, ID 83333",,08:00 AM - 05:00 PM,,ho60144568,false,true,,,,poll33207405
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,53,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,54,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,10/10/16,10/14/16,no,no,,,55,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,56,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,57,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Boise County,County Clerk,ocd-division/country:us/state:id/county:boise,Boise County ID,http://www.boisecounty.us/,(208) 392-4431,sloya@co.boise.id.us,Boise County Recorders Office,420 Main St,,Idaho City,ID,83631,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,58,Boise County Recorders Office,"420 Main St, Idaho City, ID 83631",,08:00 AM - 05:00 PM,,ho89264221,false,true,,,,poll38788595
Bonner County,County Clerk,ocd-division/country:us/state:id/county:bonner,Bonner County ID,bonnercounty.us,(208) 255-3631,cwrum@bonnercountyid.gov,,1500 Hwy 2,Suite 124,Sandpoint,ID,83864-1794,9:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,,59,,"1500 Hwy 2, Suite 124, Sandpoint, ID 83864",,09:00 AM - 05:00 PM,,ho48307151,false,true,,,,poll15853240
Bonner County,County Clerk,ocd-division/country:us/state:id/county:bonner,Bonner County ID,bonnercounty.us,(208) 255-3631,cwrum@bonnercountyid.gov,,1500 Hwy 2,Suite 124,Sandpoint,ID,83864-1794,9:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,,60,,"1500 Hwy 2, Suite 124, Sandpoint, ID 83864",,09:00 AM - 05:00 PM,,ho48307151,false,true,,,,poll15853240
Bonner County,County Clerk,ocd-division/country:us/state:id/county:bonner,Bonner County ID,bonnercounty.us,(208) 255-3631,cwrum@bonnercountyid.gov,,1500 Hwy 2,Suite 124,Sandpoint,ID,83864-1794,9:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,,61,,"1500 Hwy 2, Suite 124, Sandpoint, ID 83864",,09:00 AM - 05:00 PM,,ho48307151,false,true,,,,poll15853240
Bonner County,County Clerk,ocd-division/country:us/state:id/county:bonner,Bonner County ID,bonnercounty.us,(208) 255-3631,cwrum@bonnercountyid.gov,,1500 Hwy 2,Suite 124,Sandpoint,ID,83864-1794,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,,62,,"1500 Hwy 2, Suite 124, Sandpoint, ID 83864",,09:00 AM - 05:00 PM,,ho48307151,false,true,,,,poll15853240
Bonner County,County Clerk,ocd-division/country:us/state:id/county:bonner,Bonner County ID,bonnercounty.us,(208) 255-3631,cwrum@bonnercountyid.gov,,1500 Hwy 2,Suite 124,Sandpoint,ID,83864-1794,9:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,,63,,"1500 Hwy 2, Suite 124, Sandpoint, ID 83864",,09:00 AM - 05:00 PM,,ho48307151,false,true,,,,poll15853240
Bonneville County,County Clerk,ocd-division/country:us/state:id/county:bonneville,Bonneville County ID,http://www.co.bonneville.id.us/,(208) 529-1363,vote@co.bonneville.id.us,Bonneville County Elections,825 Shoup Ave,,Idaho Falls,ID,83402-3582,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,64,Bonneville County Elections,"825 Shoup Ave, Idaho Falls, ID 83402",,08:00 AM - 05:00 PM,,ho8576257,false,true,,,,poll95305352
