office-name,ocd-division,division-description,homepage-url,phone,email,street,dirs,city,state,zip,start_time,end_time,is_only_by_appointment,is_or_by_appointment,is_subject_to_change,start_date,end_date,EV or AIP? 
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 06:00,17:00:00 - 06:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 07:00,16:00:00 - 07:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 06:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,9/29/16,9/29/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,9/29/16,9/29/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,9/30/16,9/30/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/3/16,10/6/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,10/3/16,10/6/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/7/16,10/7/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/10/16,10/13/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,10/10/16,10/13/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/14/16,10/14/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/17/16,10/20/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,10/17/16,10/20/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/21/16,10/21/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/24/16,10/27/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,10/24/16,10/27/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/28/16,10/28/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,10/31/16,11/3/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,FALSE,FALSE,FALSE,10/31/16,11/3/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,11/4/16,11/4/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 07:00,12:00:00 - 07:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 07:00,16:30:00 - 07:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 06:00,12:00:00 - 06:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 06:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,12:00:00 - 05:00,17:30:00 - 05:00,FALSE,FALSE,FALSE,10/25/16,10/25/16,EV
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,10:00:00 - 05:00,17:30:00 - 05:00,FALSE,FALSE,FALSE,10/26/16,10/28/16,EV
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,09:30:00 - 05:00,13:00:00 - 05:00,FALSE,FALSE,FALSE,10/29/16,10/29/16,EV
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,10:00:00 - 05:00,17:30:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,EV
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,09:30:00 - 05:00,13:00:00 - 05:00,FALSE,FALSE,FALSE,11/5/16,11/5/16,EV
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St, Auditor/Treasurer's Office ,Bismarck,ND,58501,08:00:00 - 06:00,17:00:00 - 06:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,AIP
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,221 N 5th St,1st Fl Conf Rm,Bismarck,ND,58501,10:00:00 - 06:00,17:00:00 - 06:00,FALSE,FALSE,FALSE,11/7/16,11/7/16,EV
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,9/29/16,9/30/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/3/16,10/7/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/10/16,10/14/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/17/16,10/21/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/24/16,10/28/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,AIP
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"Baymont Inn and Suites, 3333 13th Ave S",,Fargo,ND,58103,10:00:00 - 05:00,19:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,EV
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,825 E Beaton Dr,Cambria Suites - West Fargo,West Fargo,ND,58078,10:00:00 - 05:00,19:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,EV
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"FargoDome, 1800 N University Dr",,Fargo,ND,58102,10:00:00 - 05:00,19:00:00 - 05:00,FALSE,FALSE,FALSE,10/31/16,11/4/16,EV
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,2050 Governor's Dr,Days Inn Casselton/Fargo,Casselton,ND,58012,10:00:00 - 05:00,19:00:00 - 05:00,FALSE,FALSE,FALSE,11/2/16,11/4/16,EV
