county,site,loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,services,start_date,end_date,start_time,end_time,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Broward County,,South Regional Library/ BC,7300 S. Pines Blvd.,,,Pembroke Pines,FL,33024.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,14,South Regional Library/ BC,"7300 S. Pines Blvd., Pembroke Pines, FL 33024",,07:00 AM-07:00 PM,,ho11453183,false,true,,,,poll99563328
Broward County,,Southwest Regional Library,16835 Sheridan Street,,,Pembroke Pines,FL,33331.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,15,Southwest Regional Library,"16835 Sheridan Street, Pembroke Pines, FL 33331",,07:00 AM-07:00 PM,,ho63431643,false,true,,,,poll77372362
Broward County,,Sunrise Senior Center,10650 W. Oakland Park Boulevard,,,Sunrise,FL,33351.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,16,Sunrise Senior Center,"10650 W. Oakland Park Boulevard, Sunrise, FL 33351",,07:00 AM-07:00 PM,,ho39758327,false,true,,,,poll78041137
Broward County,,Tarac Branch Library,8701 W. Commercial Boulevard,,,Tarac,FL,33321.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,17,Tarac Branch Library,"8701 W. Commercial Boulevard, Tarac, FL 33321",,07:00 AM-07:00 PM,,ho30645721,false,true,,,,poll70176067
Broward County,,Weston Branch Library,4205 Bonaventure Boulevard,,,Weston,FL,33332.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,18,Weston Branch Library,"4205 Bonaventure Boulevard, Weston, FL 33332",,07:00 AM-07:00 PM,,ho41395222,false,true,,,,poll30158741
Broward County,,West Regional Library,8601 W. Broward Boulevard,,,Plantation,FL,33324.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,19,West Regional Library,"8601 W. Broward Boulevard, Plantation, FL 33324",,07:00 AM-07:00 PM,,ho96820528,false,true,,,,poll241436
Broward County,,Wilton Manors City Hall,2020 Wilton Drive,,,Wilton Manors,FL,33305.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,20,Wilton Manors City Hall,"2020 Wilton Drive, Wilton Manors, FL 33305",,07:00 AM-07:00 PM,,ho91318497,false,true,,,,poll96045614
Broward County,Supervisor of Elections` Branch Office,E. Pat Larkins,520 Martin Luther King Boulevard,,,Pompano Beach,FL,33060.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,21,E. Pat Larkins,"520 Martin Luther King Boulevard, Pompano Beach, FL 33060",,07:00 AM-07:00 PM,,ho93959880,false,true,,,,poll42917116
Broward County,Supervisor of Elections` Branch Office,Lauderhill Mall,1519 NW 40th Avenue,,,Lauderhill,FL,33313.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,22,Lauderhill Mall,"1519 NW 40th Avenue, Lauderhill, FL 33313",,07:00 AM-07:00 PM,,ho78345219,false,true,,,,poll92174351
Charlotte County,Charlotte County Historical Courthouse,Charlotte County Historical Courthouse,226 Taylor St,2nd Floor,,Punta Gorda,FL,33950.0,,www.soe@charlottevotes.com,11/6/16,11/6/16,7:00  - 05:00,19:00 - 05:00,23,Charlotte County Historical Courthouse,"226 Taylor St, Punta Gorda, FL 33950",2nd Floor,07:00 AM-07:00 PM,,ho93134271,false,true,,,,poll69323350
Charlotte County,Mid County Regional Library,Mid County Regional Library,2050 Forrest Nelson Blvd.,,,Port Charlotte,FL,33952.0,,soe@charlottevotes.com,11/6/16,11/6/16,7:00  - 05:00,19:00 - 05:00,24,Mid County Regional Library,"2050 Forrest Nelson Blvd., Port Charlotte, FL 33952",,07:00 AM-07:00 PM,,ho21986274,false,true,,,,poll48135880
Charlotte County,West County Annex,West County Annex,6868 San Casa Dr.,,,Englewood,FL,34224.0,,soe@charlottevotes.com,11/6/16,11/6/16,7:00  - 05:00,19:00 - 05:00,25,West County Annex,"6868 San Casa Dr., Englewood, FL 34224",,07:00 AM-07:00 PM,,ho92100522,false,true,,,,poll98828533
Duval County,,Argyle Branch Library,7973 Old Middleburg Rd S,,,Jacksonville,FL,,,duvalelections.com,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,26,Argyle Branch Library,"7973 Old Middleburg Rd S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho53307945,false,true,,,,poll41457958
Duval County,,Beaches Branch Library,600 3rd St,,,Neptune Beach,FL,32266.0,,duvalelections.com,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,27,Beaches Branch Library,"600 3rd St, Neptune Beach, FL 32266",,07:00 AM-07:00 PM,,ho90128629,false,true,,,,poll14708935
Duval County,,Bradh Brooks Branch Library,1755 Edgewood Ave W,,,Jacksonville,FL,,,http://www.duvalelections.com,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,28,Bradh Brooks Branch Library,"1755 Edgewood Ave W, Jacksonville, FL",,07:00 AM-07:00 PM,,ho84322472,false,true,,,,poll67594749
Duval County,,Gateway Town Center,910 W 44th St,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,29,Gateway Town Center,"910 W 44th St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho11153687,false,true,,,,poll75608003
Duval County,,Highlands Regional Library,1826 Dunn Ave,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,30,Highlands Regional Library,"1826 Dunn Ave, Jacksonville, FL",,07:00 AM-07:00 PM,,ho16855339,false,true,,,,poll24943955
Duval County,,Legends Community Center,5130 Soutel Dr,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,31,Legends Community Center,"5130 Soutel Dr, Jacksonville, FL",,07:00 AM-07:00 PM,,ho65487476,false,true,,,,poll45498622
Duval County,,Mandarin Branch Library,3330 Kori Rd,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,32,Mandarin Branch Library,"3330 Kori Rd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho63487152,false,true,,,,poll61101217
Duval County,,Murray Hill Branch Library,918 Edgewood Ave S,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,33,Murray Hill Branch Library,"918 Edgewood Ave S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho77053621,false,true,,,,poll7964299
Duval County,,Oceanway Community Center,12215 Sago Ave,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,34,Oceanway Community Center,"12215 Sago Ave, Jacksonville, FL",,07:00 AM-07:00 PM,,ho17300548,false,true,,,,poll4630908
Duval County,,Pablo Creek Regional Library,13295 Beach Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,35,Pablo Creek Regional Library,"13295 Beach Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho85387082,false,true,,,,poll76990263
Duval County,,Regency Square Branch Library,9900 Regency Square Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,36,Regency Square Branch Library,"9900 Regency Square Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho8628790,false,true,,,,poll2771598
Duval County,,San Marco Branch Library,1513 LaSalle St,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,37,San Marco Branch Library,"1513 LaSalle St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho38144021,false,true,,,,poll88587357
Duval County,,Southeast Regional Library,10599 Deerwood Park Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,38,Southeast Regional Library,"10599 Deerwood Park Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho98780541,false,true,,,,poll69820957
Duval County,,South Mandarin Branch Library,12125 San Jose Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,39,South Mandarin Branch Library,"12125 San Jose Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho91546622,false,true,,,,poll53236038
Duval County,,Supervisor of Elections Main Office,105 East Monroe St,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,08:00  - 05:00,17:00 - 05:00,40,Supervisor of Elections Main Office,"105 East Monroe St, Jacksonville, FL",,08:00 AM-05:00 PM,,ho69140389,false,true,,,,poll89192589
Duval County,,University Park Branch Library,3435 University Blvd N,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,41,University Park Branch Library,"3435 University Blvd N, Jacksonville, FL",,07:00 AM-07:00 PM,,ho71238544,false,true,,,,poll54845228
Duval County,,Webb Wesconnett Regional Library,6887 103rd St,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,42,Webb Wesconnett Regional Library,"6887 103rd St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho88900920,false,true,,,,poll60238683
Duval County,,West Branch Library,1425 Chaffee Rd S,,,Jacksonville,FL,,,http://www.duvalelections.com/,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,43,West Branch Library,"1425 Chaffee Rd S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho55787793,false,true,,,,poll68759050
Hillsborough County,,Bloomingdale Regional Public Library ,1906 Bloomingdale Ave ,,,Valrico,FL,33596.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,44,Bloomingdale Regional Public Library ,"1906 Bloomingdale Ave, Valrico, FL 33596",,07:00 AM-07:00 PM,,ho478176,false,true,,,,poll59670833
Hillsborough County,,Bruton Memorial Library ,302 W McLendon St,,,Plant City,FL,33563.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,45,Bruton Memorial Library ,"302 W McLendon St, Plant City, FL 33563",,07:00 AM-07:00 PM,,ho37851792,false,true,,,,poll49110345
Hillsborough County,,C. Blythe Andrews Jr. Public Library ,2607 E Dr. Martin Luther King Jr. Blvd,,,Tpa,FL,33610.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,46,C. Blythe Andrews Jr. Public Library ,"2607 E Dr. Martin Luther King Jr. Blvd, Tpa, FL 33610",,07:00 AM-07:00 PM,,ho20848205,false,true,,,,poll42843690
Hillsborough County,,Fred B. Karl County Center,601 E Kennedy Blvd,,,Tpa,FL,33602.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,47,Fred B. Karl County Center,"601 E Kennedy Blvd, Tpa, FL 33602",,07:00 AM-07:00 PM,,ho30979791,false,true,,,,poll1993935
Hillsborough County,,Jan Kinis Platt Regional Library ,3910 S Manhattan Ave,,,Tpa,FL,33611.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,48,Jan Kinis Platt Regional Library ,"3910 S Manhattan Ave, Tpa, FL 33611",,07:00 AM-07:00 PM,,ho70599501,false,true,,,,poll15368904
Hillsborough County,,Jimmie B. Keel Regional Library ,2902 West Bearss Avenue,,,Tpa,FL,33618.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,49,Jimmie B. Keel Regional Library ,"2902 West Bearss Avenue, Tpa, FL 33618",,07:00 AM-07:00 PM,,ho85991340,false,true,,,,poll8252076
Hillsborough County,,Keystone Community Center,17928 Gunn Hwy,,,Odessa,FL,33556.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,50,Keystone Community Center,"17928 Gunn Hwy, Odessa, FL 33556",,07:00 AM-07:00 PM,,ho22037441,false,true,,,,poll77827797
Hillsborough County,,New Tpa Regional Library ,10001 Cross Creek Blvd,,,Tpa,FL,33647.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,51,New Tpa Regional Library ,"10001 Cross Creek Blvd, Tpa, FL 33647",,07:00 AM-07:00 PM,,ho68606862,false,true,,,,poll23644434
Hillsborough County,,North Tpa Branch Library ,8916 North Blvd,,,Tpa,FL,33604.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,52,North Tpa Branch Library ,"8916 North Blvd, Tpa, FL 33604",,07:00 AM-07:00 PM,,ho35141297,false,true,,,,poll62197537
Hillsborough County,,Riverview Branch Library ,10509 Riverview Dr,,,Riverview,FL,33578.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,53,Riverview Branch Library ,"10509 Riverview Dr, Riverview, FL 33578",,07:00 AM-07:00 PM,,ho24744025,false,true,,,,poll38089113
Hillsborough County,,Robert L. Gilder Elections Service Center ,2514 N Falkenburg Rd,,,Tpa,FL,33619.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,54,Robert L. Gilder Elections Service Center ,"2514 N Falkenburg Rd, Tpa, FL 33619",,07:00 AM-07:00 PM,,ho76187813,false,true,,,,poll27800703
Hillsborough County,,SouthShore Regional Library ,15816 Beth Shields Way,,,Ruskin,FL,33573.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,55,SouthShore Regional Library ,"15816 Beth Shields Way, Ruskin, FL 33573",,07:00 AM-07:00 PM,,ho91053931,false,true,,,,poll72218878
Hillsborough County,,Temple Terrace Public Library ,202 Bullard Parkway,,,Temple Terrace,FL,33617.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,56,Temple Terrace Public Library ,"202 Bullard Parkway, Temple Terrace, FL 33617",,07:00 AM-07:00 PM,,ho31624841,false,true,,,,poll73769042
Hillsborough County,,Town `N Country Regional Public Library ,"7606 Paula Drive, Suite 120",,,Tpa,FL,33615.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,57,Town `N Country Regional Public Library ,"7606 Paula Drive, Suite 120, Tpa, FL 33615",,07:00 AM-07:00 PM,,ho68087987,false,true,,,,poll47361865
Hillsborough County,,Upper Tpa Bay Regional Public Library ,11211 Countryway Blvd,,,Tpa,FL,33626.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,58,Upper Tpa Bay Regional Public Library ,"11211 Countryway Blvd, Tpa, FL 33626",,07:00 AM-07:00 PM,,ho3106167,false,true,,,,poll3562386
Hillsborough County,,West Tpa Branch Library ,2312 W Union St,,,Tpa,FL,33607.0,,,11/6/16,11/6/16,07:00  - 05:00,19:00 - 05:00,59,West Tpa Branch Library ,"2312 W Union St, Tpa, FL 33607",,07:00 AM-07:00 PM,,ho56370087,false,true,,,,poll7752780
Leon County,,Dr. B.L. Perry Jr. Branch Library,2817 S. Ads Street,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,60,Dr. B.L. Perry Jr. Branch Library,"2817 S. Ads Street, Tallahassee, FL",,10:00 AM-06:00 PM,,ho85577402,false,true,,,,poll46662794
Leon County,,Eastside Branch Library,1583 Pedrick Road,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,61,Eastside Branch Library,"1583 Pedrick Road, Tallahassee, FL",,10:00 AM-06:00 PM,,ho94125865,false,true,,,,poll35307876
Leon County,,Fort Braden Branch Library,16327 Blountstown Highway,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,62,Fort Braden Branch Library,"16327 Blountstown Highway, Tallahassee, FL",,10:00 AM-06:00 PM,,ho92446307,false,true,,,,poll44199441
Leon County,,Lake Jackson Community Center,3840 N. Monroe Street,Suite 301,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,63,Lake Jackson Community Center,"3840 N. Monroe Street, Tallahassee, FL",Suite 301,10:00 AM-06:00 PM,,ho33563257,false,true,,,,poll66398218
Leon County,,Leon County Courthouse,301 S. Monroe Street,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,08:00  - 05:00,16:00 - 05:00,64,Leon County Courthouse,"301 S. Monroe Street, Tallahassee, FL",,08:00 AM-04:00 PM,,ho38129243,false,true,,,,poll73685066
Leon County,,Northeast Branch Library,5513 Thomasville Road,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,65,Northeast Branch Library,"5513 Thomasville Road, Tallahassee, FL",,10:00 AM-06:00 PM,,ho52894314,false,true,,,,poll66055999
Leon County,,Woodville Community Center,8000 Old Woodville Rd,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,66,Woodville Community Center,"8000 Old Woodville Rd, Tallahassee, FL",,10:00 AM-06:00 PM,,ho61838256,false,true,,,,poll36116135
Leon County,,Voting Operations Center,2990 Apalachee Pkwy,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,11/6/16,11/6/16,10:00  - 05:00,18:00 - 05:00,67,Voting Operations Center,"2990 Apalachee Pkwy, Tallahassee, FL",,10:00 AM-06:00 PM,,ho82474742,false,true,,,,poll26912897
Bradford County,County Commission Meeting Room,County Commissinon Meeting Room,945 N Temple Ave,,,Starke,FL,32091.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,68,County Commissinon Meeting Room,"945 N Temple Ave, Starke, FL 32091",,09:00 AM-06:00 PM,,ho62068433,false,true,,,,poll11740564
Broward County,,African erican Research Library,2650 Sistrunk Boulevard,NW 6th Street,,Fort Lauderdale,FL,33306.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,69,African erican Research Library,"2650 Sistrunk Boulevard, Fort Lauderdale, FL 33306",NW 6th Street,07:00 AM-07:00 PM,,ho83868424,false,true,,,,poll77083548
Broward County,,Coral Ridge Mall,3200 N. Federal Highway,,,Fort Lauderdale,FL,33306.0,North or Northwest Entrance,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,70,Coral Ridge Mall,"3200 N. Federal Highway, Fort Lauderdale, FL 33306",North or Northwest Entrance,07:00 AM-07:00 PM,,ho29669764,false,true,,,,poll69576050
Broward County,,Davie/ Cooper City Branch Library,4600 SW 82nd Avenue,,,Davie,FL,33328.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,71,Davie/ Cooper City Branch Library,"4600 SW 82nd Avenue, Davie, FL 33328",,07:00 AM-07:00 PM,,ho48277210,false,true,,,,poll71645915
Broward County,,Emma Lou Olson Civic Center,1801 NE 6th Street,,,Pompano Beach,FL,33060.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,72,Emma Lou Olson Civic Center,"1801 NE 6th Street, Pompano Beach, FL 33060",,07:00 AM-07:00 PM,,ho91074001,false,true,,,,poll19055751
Broward County,,Fort Lauderdale Branch Library/ Art Serve,"1350 E. Sunrise Boulevard, Room 130",,,Fort Lauderdale,FL,33304.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,73,Fort Lauderdale Branch Library/ Art Serve,"1350 E. Sunrise Boulevard, Room 130, Fort Lauderdale, FL 33304",,07:00 AM-07:00 PM,,ho43121966,false,true,,,,poll70876634
Broward County,,Hallandale Beach Cultural Community Center,410 SE 3rd Street,,,Hallandale Beach,FL,33009.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,74,Hallandale Beach Cultural Community Center,"410 SE 3rd Street, Hallandale Beach, FL 33009",,07:00 AM-07:00 PM,,ho9408296,false,true,,,,poll85491923
Broward County,,Hollywood Branch Library,2600 Hollywood Boulevard,,,Hollywood,FL,33020.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,75,Hollywood Branch Library,"2600 Hollywood Boulevard, Hollywood, FL 33020",,07:00 AM-07:00 PM,,ho61013155,false,true,,,,poll86499863
Broward County,,Mirar Branch Library,2050 Civic Center Place,,,Mirar,FL,33025.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,76,Mirar Branch Library,"2050 Civic Center Place, Mirar, FL 33025",,07:00 AM-07:00 PM,,ho74995603,false,true,,,,poll46158170
Broward County,,North Regional Library/ BC,1100 Coconut Creek Boulevard,,,Coconut Creek,FL,33066.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,77,North Regional Library/ BC,"1100 Coconut Creek Boulevard, Coconut Creek, FL 33066",,07:00 AM-07:00 PM,,ho21835488,false,true,,,,poll69271563
Broward County,,Northwest Regional Library,3151 University Drive,,,Coral Springs,FL,33065.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,78,Northwest Regional Library,"3151 University Drive, Coral Springs, FL 33065",,07:00 AM-07:00 PM,,ho50100311,false,true,,,,poll90493361
Broward County,,Oveta McKeithen Recreational Complex,445 SW 2nd Street,,,Deerfield Beach,FL,33441.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,79,Oveta McKeithen Recreational Complex,"445 SW 2nd Street, Deerfield Beach, FL 33441",,07:00 AM-07:00 PM,,ho6904692,false,true,,,,poll25774202
Broward County,,Parkland Recreation and Enrichment Center,10559 Trails End,,,Parkland,FL,33076.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,80,Parkland Recreation and Enrichment Center,"10559 Trails End, Parkland, FL 33076",,07:00 AM-07:00 PM,,ho69437325,false,true,,,,poll56571915
Broward County,,South Regional Library/ BC,7300 S. Pines Blvd.,,,Pembroke Pines,FL,33024.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,81,South Regional Library/ BC,"7300 S. Pines Blvd., Pembroke Pines, FL 33024",,07:00 AM-07:00 PM,,ho11453183,false,true,,,,poll99563328
Broward County,,Southwest Regional Library,16835 Sheridan Street,,,Pembroke Pines,FL,33331.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,82,Southwest Regional Library,"16835 Sheridan Street, Pembroke Pines, FL 33331",,07:00 AM-07:00 PM,,ho63431643,false,true,,,,poll77372362
Broward County,,Sunrise Senior Center,10650 W. Oakland Park Boulevard,,,Sunrise,FL,33351.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,83,Sunrise Senior Center,"10650 W. Oakland Park Boulevard, Sunrise, FL 33351",,07:00 AM-07:00 PM,,ho39758327,false,true,,,,poll78041137
Broward County,,Tarac Branch Library,8701 W. Commercial Boulevard,,,Tarac,FL,33321.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,84,Tarac Branch Library,"8701 W. Commercial Boulevard, Tarac, FL 33321",,07:00 AM-07:00 PM,,ho30645721,false,true,,,,poll70176067
