office_name,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,appt_one,appt_two,subject_to_change,start_date,end_date,ev_or_aip,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Adams County,ocd-division/country:us/state:nd/county:adams,Adams County ND,,(701) 567-4363,pcarroll@nd.gov,602 Adams Ave,,Hettinger,ND,58639,08:00:00 - 06:00,12:00:00 - 06:00,False,False,False,10/31/16,11/4/16,AIP,11,"602 Adams Ave, Hettinger, ND 58639",,08:00 AM - 12:00 PM,,ho12695324,false,true,,,,poll69818709
Adams County,ocd-division/country:us/state:nd/county:adams,Adams County ND,,(701) 567-4363,pcarroll@nd.gov,602 Adams Ave,,Hettinger,ND,58639,13:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10/31/16,11/4/16,AIP,12,"602 Adams Ave, Hettinger, ND 58639",,01:00 PM - 04:30 PM,,ho12695324,false,true,,,,poll69818709
Adams County,ocd-division/country:us/state:nd/county:adams,Adams County ND,,(701) 567-4363,pcarroll@nd.gov,602 Adams Ave,,Hettinger,ND,58639,08:00:00 - 07:00,12:00:00 - 07:00,False,False,False,11/7/16,11/7/16,AIP,13,"602 Adams Ave, Hettinger, ND 58639",,08:00 AM - 12:00 PM,,ho12695324,false,true,,,,poll69818709
Adams County,ocd-division/country:us/state:nd/county:adams,Adams County ND,,(701) 567-4363,pcarroll@nd.gov,602 Adams Ave,,Hettinger,ND,58639,13:00:00 - 07:00,16:30:00 - 07:00,False,False,False,11/7/16,11/7/16,AIP,14,"602 Adams Ave, Hettinger, ND 58639",,01:00 PM - 04:30 PM,,ho12695324,false,true,,,,poll69818709
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,9/29/16,9/30/16,AIP,15,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/3/16,10/7/16,AIP,16,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/10/16,10/14/16,AIP,17,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/17/16,10/21/16,AIP,18,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/24/16,10/28/16,AIP,19,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/31/16,11/4/16,AIP,20,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Barnes County,ocd-division/country:us/state:nd/county:barnes,Barnes County ND,,"(701) 845-8500, ext. 6666",bdidier@barnescounty.us,230 4th St NW,Room 202,Valley City,ND,58072-2947,08:00:00 - 06:00,17:00:00 - 06:00,False,False,False,11/7/16,11/7/16,AIP,21,"230 4th St NW, Valley City, ND 58072",Room 202,08:00 AM - 05:00 PM,,ho70781562,false,true,,,,poll61259136
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,9/29/16,9/30/16,AIP,22,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10/3/16,10/7/16,AIP,23,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10/10/16,10/14/16,AIP,24,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10/17/16,10/21/16,AIP,25,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10/24/16,10/28/16,AIP,26,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10/31/16,11/4/16,AIP,27,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Benson County,ocd-division/country:us/state:nd/county:benson,Benson County ND,,(701) 473-5340,bserickson@nd.gov,311 B Ave South,,Minnewaukan,ND,58351,08:30:00 - 06:00,16:30:00 - 06:00,False,False,False,11/7/16,11/7/16,AIP,28,"311 B Ave South, Minnewaukan, ND 58351",,08:30 AM - 04:30 PM,,ho34083744,false,true,,,,poll30013910
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,9/29/16,9/30/16,AIP,29,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,10/3/16,10/7/16,AIP,30,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,10/10/16,10/14/16,AIP,31,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,10/17/16,10/21/16,AIP,32,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,10/24/16,10/28/16,AIP,33,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 06:00,16:00:00 - 06:00,False,False,False,10/31/16,11/4/16,AIP,34,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Billings County,ocd-division/country:us/state:nd/county:billings,Billings County ND,,(701) 623-4377,mdlamb@nd.gov,495 4th Street,,Medora,ND,58645,08:00:00 - 07:00,16:00:00 - 07:00,False,False,False,11/7/16,11/7/16,AIP,35,"495 4th Street, Medora, ND 58645",,08:00 AM - 04:00 PM,,ho34812063,false,true,,,,poll87872752
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,9/29/16,9/30/16,AIP,36,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,10/3/16,10/7/16,AIP,37,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,10/10/16,10/14/16,AIP,38,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,10/17/16,10/21/16,AIP,39,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,10/24/16,10/28/16,AIP,40,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 05:00,17:00:00 - 05:00,False,False,False,10/31/16,11/4/16,AIP,41,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bottineau County,ocd-division/country:us/state:nd/county:bottineau,Bottineau County ND,,(701) 228-2225,lisa.herbel@co.bottineau.nd.us,"314 5th St W, Ste 10",,Bottineau,ND,58318-1204,08:30:00 - 06:00,17:00:00 - 05:00,False,False,False,11/7/16,11/7/16,AIP,42,"314 5th St W, Ste 10, Bottineau, ND 58318",,08:30 AM - 05:00 PM,,ho20217394,false,true,,,,poll31852070
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,9/29/16,9/29/16,AIP,43,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,9/29/16,9/29/16,AIP,44,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,9/30/16,9/30/16,AIP,45,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/3/16,10/6/16,AIP,46,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,10/3/16,10/6/16,AIP,47,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/7/16,10/7/16,AIP,48,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/10/16,10/13/16,AIP,49,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,10/10/16,10/13/16,AIP,50,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/14/16,10/14/16,AIP,51,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/17/16,10/20/16,AIP,52,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,10/17/16,10/20/16,AIP,53,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/21/16,10/21/16,AIP,54,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/24/16,10/27/16,AIP,55,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,10/24/16,10/27/16,AIP,56,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/28/16,10/28/16,AIP,57,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,10/31/16,11/3/16,AIP,58,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,10/31/16,11/3/16,AIP,59,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 06:00,12:00:00 - 06:00,False,False,False,11/4/16,11/4/16,AIP,60,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,07:30:00 - 07:00,12:00:00 - 07:00,False,False,False,11/7/16,11/7/16,AIP,61,"104 1st St NW, Ste 1, Bowman, ND 58623",,07:30 AM - 12:00 PM,,ho37900002,false,true,,,,poll85215637
Bowman County,ocd-division/country:us/state:nd/county:bowman,Bowman County ND,,(701) 523-3130,stivis@bowmancountynd.gov,"104 1st St NW, Ste 1",,Bowman,ND,58623-4342,12:30:00 - 07:00,16:30:00 - 07:00,False,False,False,11/7/16,11/7/16,AIP,62,"104 1st St NW, Ste 1, Bowman, ND 58623",,12:30 PM - 04:30 PM,,ho37900002,false,true,,,,poll85215637
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,9/29/16,9/30/16,AIP,63,"103 Main St SW, Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,9/29/16,9/30/16,AIP,64,"103 Main St SW, Bowbells, ND 58721",,01:00 PM - 05:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10/3/16,10/7/16,AIP,65,"103 Main St SW, Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/3/16,10/7/16,AIP,66,"103 Main St SW, Bowbells, ND 58721",,01:00 PM - 05:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10/10/16,10/14/16,AIP,67,"103 Main St SW, Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/10/16,10/14/16,AIP,68,"103 Main St SW, Bowbells, ND 58721",,01:00 PM - 05:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10/17/16,10/21/16,AIP,69,"103 Main St SW, Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/17/16,10/21/16,AIP,70,"103 Main St SW, Bowbells, ND 58721",,01:00 PM - 05:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10/24/16,10/28/16,AIP,71,"103 Main St SW, Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho24867410,false,true,,,,poll21038059
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,,Bowbells,ND,58721,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10/24/16,10/28/16,AIP,72,"103 Main St SW, Bowbells, ND 58721",,01:00 PM - 05:00 PM,,ho24867410,false,true,,,,poll21038059
