office-name,official-title,types,ocd-division,description,homepage,phone,email,street,city,state,zip,owner,contacted,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Amity Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:amity,Amity Town ME,,(207) 532-2485,,82 School House Road 30,Orient,ME,4471,,,8:00:00 AM,4:00:00 PM,10/24/16,10/28/16,,11,"82 School House Road 30 Orient, ME 04471",,8:00 AM-4:00 PM,,ho79372468,false,true,,,,poll23791279
Amity Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:amity,Amity Town ME,,(207) 532-2485,,82 School House Road 30,Orient,ME,4471,,,8:00:00 AM,4:00:00 PM,10/31/16,11/3/16,,12,"82 School House Road 30 Orient, ME 04471",,8:00 AM-4:00 PM,,ho79372468,false,true,,,,poll23791279
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,yes,7:30:00 AM,4:30:00 PM,9/29/16,9/29/16,,13,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,12:00:00 PM,9/30/16,9/30/16,,14,"17 Bridgham St Ashland, ME 04732",,7:30 AM-12:00 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,4:30:00 PM,10/3/16,10/6/16,,15,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,12:00:00 PM,10/7/16,10/7/16,,16,"17 Bridgham St Ashland, ME 04732",,7:30 AM-12:00 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,4:30:00 PM,10/10/16,10/13/16,,17,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,12:00:00 PM,10/14/16,10/14/16,,18,"17 Bridgham St Ashland, ME 04732",,7:30 AM-12:00 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,4:30:00 PM,10/17/16,10/20/16,,19,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,12:00:00 PM,10/21/16,10/21/16,,20,"17 Bridgham St Ashland, ME 04732",,7:30 AM-12:00 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,4:30:00 PM,10/24/16,10/27/16,,21,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,12:00:00 PM,10/28/16,10/28/16,,22,"17 Bridgham St Ashland, ME 04732",,7:30 AM-12:00 PM,,ho16398414,false,true,,,,poll39210483
Ashland Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:ashland,Ashland Town ME,,(207) 435-2311,,17 Bridgham St,Ashland,ME,4732,,,7:30:00 AM,4:30:00 PM,10/31/16,11/3/16,,23,"17 Bridgham St Ashland, ME 04732",,7:30 AM-4:30 PM,,ho16398414,false,true,,,,poll39210483
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,yes,8:00:00 AM,4:00:00 PM,9/26/16,9/30/16,,24,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,,8:00:00 AM,4:00:00 PM,10/3/16,10/7/16,,25,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,,8:00:00 AM,4:00:00 PM,10/10/16,10/14/16,,26,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,,8:00:00 AM,4:00:00 PM,10/17/16,10/21/16,,27,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,,8:00:00 AM,4:00:00 PM,10/24/16,10/28/16,,28,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Baileyville Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:baileyville,Baileyville Town ME,,(207) 427-3442,,63 Broadway Street,Baileyville,ME,4694,,,8:00:00 AM,4:00:00 PM,10/31/16,11/3/16,,29,"63 Broadway Street Baileyville, ME 04694",,8:00 AM-4:00 PM,,ho34623767,false,true,,,,poll67108121
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/7/16,10/7/16,,30,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/10/16,10/10/16,,31,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/11/16,10/11/16,,32,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/12/16,10/12/16,,33,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/13/16,10/14/16,,34,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/17/16,10/17/16,,35,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/18/16,10/18/16,,36,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/19/16,10/19/16,,37,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/20/16,10/21/16,,38,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/24/16,10/24/16,,39,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/25/16,10/25/16,,40,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/26/16,10/26/16,,41,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,10/27/16,10/28/16,,42,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,10/31/16,10/31/16,,43,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,11/1/16,11/1/16,,44,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,5:00:00 PM,11/2/16,11/2/16,,45,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-5:00 PM,,ho58610921,false,true,,,,poll11544192
Benedicta Township,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:benedicta,Benedicta Township ME,,(207) 365-4260,,36 School Street Suite 1,Sherman,ME,4776,,,8:00:00 AM,4:00:00 PM,11/3/16,11/3/16,,46,"36 School Street Suite 1 Sherman, ME 04776",,8:00 AM-4:00 PM,,ho58610921,false,true,,,,poll11544192
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,yes,9:00:00 AM,5:00:00 PM,9/26/16,9/30/16,,47,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,10/3/16,10/7/16,,48,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,10/10/16,10/14/16,,49,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,10/17/16,10/21/16,,50,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,10/24/16,10/28/16,,51,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,10/31/16,11/4/16,,52,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Bingham Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:bingham,Bingham Town ME,,(207) 672-6489,,321 Main Street,Bingham,ME,4920,,,9:00:00 AM,5:00:00 PM,11/7/16,11/7/16,,53,"321 Main Street Bingham, ME 04920",,9:00 AM-5:00 PM,,ho25641809,false,true,,,,poll39369552
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,yes,8:00:00 AM,4:00:00 PM,10/7/16,10/7/16,,54,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,,8:00:00 AM,4:00:00 PM,10/10/16,10/14/16,,55,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,,8:00:00 AM,4:00:00 PM,10/17/16,10/21/16,,56,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,,8:00:00 AM,4:00:00 PM,10/24/16,10/28/16,,57,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,,8:00:00 AM,4:00:00 PM,10/31/16,11/4/16,,58,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Blue Hill Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:blue_hill,Blue Hill Town ME,,(207) 374-2281,,18 Union Street,Blue Hill,ME,4614,,,8:00:00 AM,4:00:00 PM,11/7/16,11/7/16,,59,"18 Union Street Blue Hill, ME 04614",,8:00 AM-4:00 PM,,ho85178257,false,true,,,,poll14839104
Boothbay Harbor Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:boothbay_harbor,Boothbay Harbor Town ME,,(207) 633-2051,,1011 Wiscasset Road,Boothbay,ME,4537,,yes,8:30:00 PM,4:30:00 PM,10/7/16,10/7/16,,60,"1011 Wiscasset Road Boothbay, ME 04537",,8:30 AM-4:30 PM,,ho40027559,false,true,,,,poll67000465
Boothbay Harbor Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:boothbay_harbor,Boothbay Harbor Town ME,,(207) 633-2051,,1011 Wiscasset Road,Boothbay,ME,4537,,,8:30:00 PM,4:30:00 PM,10/10/16,10/14/16,,61,"1011 Wiscasset Road Boothbay, ME 04537",,8:30 AM-4:30 PM,,ho40027559,false,true,,,,poll67000465
Boothbay Harbor Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:boothbay_harbor,Boothbay Harbor Town ME,,(207) 633-2051,,1011 Wiscasset Road,Boothbay,ME,4537,,,8:30:00 PM,4:30:00 PM,10/17/16,10/21/16,,62,"1011 Wiscasset Road Boothbay, ME 04537",,8:30 AM-4:30 PM,,ho40027559,false,true,,,,poll67000465
Boothbay Harbor Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:boothbay_harbor,Boothbay Harbor Town ME,,(207) 633-2051,,1011 Wiscasset Road,Boothbay,ME,4537,,,8:30:00 PM,4:30:00 PM,10/24/16,10/28/16,,63,"1011 Wiscasset Road Boothbay, ME 04537",,8:30 AM-4:30 PM,,ho40027559,false,true,,,,poll67000465
Boothbay Harbor Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:boothbay_harbor,Boothbay Harbor Town ME,,(207) 633-2051,,1011 Wiscasset Road,Boothbay,ME,4537,,,8:30:00 PM,4:30:00 PM,10/31/16,11/3/16,,64,"1011 Wiscasset Road Boothbay, ME 04537",,8:30 AM-4:30 PM,,ho40027559,false,true,,,,poll67000465
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,yes,8:30:00 AM,4:30:00 PM,10/7/16,10/7/16,,65,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/10/16,10/11/16,,66,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,11:30:00 AM,7:30:00 PM,10/12/16,10/12/16,,67,"23 Bay Road Brooklin, ME 04616",,11:30 AM-7:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/13/16,10/14/16,,68,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/17/16,10/18/16,,69,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,11:30:00 AM,7:30:00 PM,10/19/16,10/19/16,,70,"23 Bay Road Brooklin, ME 04616",,11:30 AM-7:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/20/16,10/21/16,,71,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/24/16,10/25/16,,72,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,11:30:00 AM,7:30:00 PM,10/26/16,10/26/16,,73,"23 Bay Road Brooklin, ME 04616",,11:30 AM-7:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/27/16,10/28/16,,74,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,10/31/16,11/1/16,,75,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,11:30:00 AM,7:30:00 PM,11/2/16,11/2/16,,76,"23 Bay Road Brooklin, ME 04616",,11:30 AM-7:30 PM,,ho65020722,false,true,,,,poll14066568
Brooklin Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:brooklin,Brooklin Town ME,,(207) 359-8394,,23 Bay Road,Brooklin,ME,4616,,,8:30:00 AM,4:30:00 PM,11/3/16,11/3/16,,77,"23 Bay Road Brooklin, ME 04616",,8:30 AM-4:30 PM,,ho65020722,false,true,,,,poll14066568
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,yes,8:30:00 AM,4:30:00 PM,10/7/16,10/7/16,,78,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/10/16,10/11/16,,79,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
