county,ocd_division,homepage_url,phone,email,loc_name,street,dirs,city,state,zip_code,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Apache County,ocd-division/country:us/state:az/county:apache,http://www.co.apache.az.us/recorder/,(928) 337-7515,lfulton@co.apache.az.us,St. John's Recorder's Office,75 W Cleveland St,,St Johns,AZ,85936,6:30:00 - 06:00,17:30:00 - 07:00,10/24/16,10/27/16,,11,"75 W Cleveland St, St Johns, AZ 85936",,06:30 AM-05:30 PM,,ho65654591,false,AZ,,,,poll60155486
Apache County,ocd-division/country:us/state:az/county:apache,http://www.co.apache.az.us/recorder/,(928) 337-7515,lfulton@co.apache.az.us,St. John's Recorder's Office,75 W Cleveland St,,St Johns,AZ,85936,6:30:00 - 06:00,17:30:00 - 07:00,10/31/16,11/3/16,,12,"75 W Cleveland St, St Johns, AZ 85936",,06:30 AM-05:30 PM,,ho65654591,false,AZ,,,,poll60155486
Cochise County,ocd-division/country:us/state:az/county:cochise,http://www.co.cochise.az.us/recorders/,(520) 432-8354,voterreg@cochise.az.gov,,1415 W. Melody Lane, Bldg. B,Bisbee,AZ,85603,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,8-5pm M-F. The last day and time to vote early on-site for the General Election is November 4 at 5 pm. Emergency early voting is available on November 7. For information call (520) 432-8358 or Toll Free 1-888-457-4513.,13,"1415 W. Melody Lane, Bisbee, AZ 85603", Bldg. B,08:00 AM-05:00 PM,,ho8736201,false,AZ,,,,poll27556085
Cochise County,ocd-division/country:us/state:az/county:cochise,http://www.co.cochise.az.us/recorders/,(520) 432-8354,voterreg@cochise.az.gov,,1415 W. Melody Lane, Bldg. B,Bisbee,AZ,85603,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,14,"1415 W. Melody Lane, Bisbee, AZ 85603", Bldg. B,08:00 AM-05:00 PM,,ho8736201,false,AZ,,,,poll27556085
Cochise County,ocd-division/country:us/state:az/county:cochise,http://www.co.cochise.az.us/recorders/,(520) 432-8354,voterreg@cochise.az.gov,,1415 W. Melody Lane, Bldg. B,Bisbee,AZ,85603,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,15,"1415 W. Melody Lane, Bisbee, AZ 85603", Bldg. B,08:00 AM-05:00 PM,,ho8736201,false,AZ,,,,poll27556085
Cochise County,ocd-division/country:us/state:az/county:cochise,http://www.co.cochise.az.us/recorders/,(520) 432-8354,voterreg@cochise.az.gov,,1415 W. Melody Lane, Bldg. B,Bisbee,AZ,85603,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,16,"1415 W. Melody Lane, Bisbee, AZ 85603", Bldg. B,08:00 AM-05:00 PM,,ho8736201,false,AZ,,,,poll27556085
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,110 E. Cherry Ave.,,Flagstaff,AZ,86001,08:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,http://coconino.az.gov/DocumentCenter/View/11482,17,"110 E. Cherry Ave., Flagstaff, AZ 86001",,08:00 AM-05:00 PM,,ho91486104,false,AZ,,,,poll95650011
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,110 E. Cherry Ave.,,Flagstaff,AZ,86001,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,18,"110 E. Cherry Ave., Flagstaff, AZ 86001",,08:00 AM-05:00 PM,,ho91486104,false,AZ,,,,poll95650011
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,110 E. Cherry Ave.,,Flagstaff,AZ,86001,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,19,"110 E. Cherry Ave., Flagstaff, AZ 86001",,08:00 AM-05:00 PM,,ho91486104,false,AZ,,,,poll95650011
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,110 E. Cherry Ave.,,Flagstaff,AZ,86001,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,20,"110 E. Cherry Ave., Flagstaff, AZ 86001",,08:00 AM-05:00 PM,,ho91486104,false,AZ,,,,poll95650011
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,78 Main St,,Tuba City,AZ,86045,08:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,,21,"78 Main St, Tuba City, AZ 86045",,08:00 AM-05:00 PM,,ho61272318,false,AZ,,,,poll4629691
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,78 Main St,,Tuba City,AZ,86045,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,22,"78 Main St, Tuba City, AZ 86045",,08:00 AM-05:00 PM,,ho61272318,false,AZ,,,,poll4629691
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,78 Main St,,Tuba City,AZ,86045,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,23,"78 Main St, Tuba City, AZ 86045",,08:00 AM-05:00 PM,,ho61272318,false,AZ,,,,poll4629691
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,78 Main St,,Tuba City,AZ,86045,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,24,"78 Main St, Tuba City, AZ 86045",,08:00 AM-05:00 PM,,ho61272318,false,AZ,,,,poll4629691
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,113 S 1st St,,Williams,AZ,86046,07:30:00 - 07:00,17:00:00 - 07:00,10/12/16,10/13/16,,25,"113 S 1st St, Williams, AZ 86046",,07:30 AM-05:00 PM,,ho20912467,false,AZ,,,,poll52341613
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,113 S 1st St,,Williams,AZ,86046,07:30:00 - 07:00,17:00:00 - 07:00,10/17/16,10/20/16,,26,"113 S 1st St, Williams, AZ 86046",,07:30 AM-05:00 PM,,ho20912467,false,AZ,,,,poll52341613
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,113 S 1st St,,Williams,AZ,86046,07:30:00 - 07:00,17:00:00 - 07:00,10/24/16,10/27/16,,27,"113 S 1st St, Williams, AZ 86046",,07:30 AM-05:00 PM,,ho20912467,false,AZ,,,,poll52341613
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,113 S 1st St,,Williams,AZ,86046,07:30:00 - 07:00,17:00:00 - 07:00,10/31/16,11/3/16,,28,"113 S 1st St, Williams, AZ 86046",,07:30 AM-05:00 PM,,ho20912467,false,AZ,,,,poll52341613
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,102 Roadrunner Dr,,Sedona,AZ,86336,07:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,,29,"102 Roadrunner Dr, Sedona, AZ 86336",,07:00 AM-06:00 PM,,ho44815321,false,AZ,,,,poll70688167
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,102 Roadrunner Dr,,Sedona,AZ,86336,07:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,,30,"102 Roadrunner Dr, Sedona, AZ 86336",,07:00 AM-06:00 PM,,ho44815321,false,AZ,,,,poll70688167
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,102 Roadrunner Dr,,Sedona,AZ,86336,07:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,31,"102 Roadrunner Dr, Sedona, AZ 86336",,07:00 AM-06:00 PM,,ho44815321,false,AZ,,,,poll70688167
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,102 Roadrunner Dr,,Sedona,AZ,86336,07:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,32,"102 Roadrunner Dr, Sedona, AZ 86336",,07:00 AM-06:00 PM,,ho44815321,false,AZ,,,,poll70688167
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,697 Vista Ave,,Page,AZ,86040,07:00:00 - 07:00,17:30:00 - 07:00,10/12/16,10/13/16,,33,"697 Vista Ave, Page, AZ 86040",,07:00 AM-05:30 PM,,ho14261187,false,AZ,,,,poll92121385
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,697 Vista Ave,,Page,AZ,86040,07:00:00 - 07:00,17:30:00 - 07:00,10/17/16,10/20/16,,34,"697 Vista Ave, Page, AZ 86040",,07:00 AM-05:30 PM,,ho14261187,false,AZ,,,,poll92121385
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,697 Vista Ave,,Page,AZ,86040,07:00:00 - 07:00,17:30:00 - 07:00,10/24/16,10/27/16,,35,"697 Vista Ave, Page, AZ 86040",,07:00 AM-05:30 PM,,ho14261187,false,AZ,,,,poll92121385
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,697 Vista Ave,,Page,AZ,86040,07:00:00 - 07:00,17:30:00 - 07:00,10/31/16,11/3/16,,36,"697 Vista Ave, Page, AZ 86040",,07:00 AM-05:30 PM,,ho14261187,false,AZ,,,,poll92121385
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,25 N Main St,,Fredonia,AZ,84741,07:30:00 - 07:00,17:30:00 - 07:00,10/12/16,10/13/16,,37,"25 N Main St, Fredonia, AZ 84741",,07:30 AM-05:30 PM,,ho15939255,false,AZ,,,,poll89259334
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,25 N Main St,,Fredonia,AZ,84741,07:30:00 - 07:00,17:30:00 - 07:00,10/17/16,10/20/16,,38,"25 N Main St, Fredonia, AZ 84741",,07:30 AM-05:30 PM,,ho15939255,false,AZ,,,,poll89259334
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,25 N Main St,,Fredonia,AZ,84741,07:30:00 - 07:00,17:30:00 - 07:00,10/24/16,10/27/16,,39,"25 N Main St, Fredonia, AZ 84741",,07:30 AM-05:30 PM,,ho15939255,false,AZ,,,,poll89259334
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,25 N Main St,,Fredonia,AZ,84741,07:30:00 - 07:00,17:30:00 - 07:00,10/31/16,11/3/16,,40,"25 N Main St, Fredonia, AZ 84741",,07:30 AM-05:30 PM,,ho15939255,false,AZ,,,,poll89259334
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,1 Boulder St,,Grand Canyon Village,AZ,86023,06:00:00 - 07:00,16:30:00 - 07:00,10/12/16,10/13/16,,41,"1 Boulder St, Grand Canyon Village, AZ 86023",,06:00 AM-04:30 PM,,ho71953709,false,AZ,,,,poll61662464
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,1 Boulder St,,Grand Canyon Village,AZ,86023,06:00:00 - 07:00,16:30:00 - 07:00,10/17/16,10/20/16,,42,"1 Boulder St, Grand Canyon Village, AZ 86023",,06:00 AM-04:30 PM,,ho71953709,false,AZ,,,,poll61662464
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,1 Boulder St,,Grand Canyon Village,AZ,86023,06:00:00 - 07:00,16:30:00 - 07:00,10/24/16,10/27/16,,43,"1 Boulder St, Grand Canyon Village, AZ 86023",,06:00 AM-04:30 PM,,ho71953709,false,AZ,,,,poll61662464
Coconino County,ocd-division/country:us/state:az/county:coconino,http://www.coconino.az.gov/index.aspx?nid=319,(928) 679-7860,ccelections@coconino.az.gov,,1 Boulder St,,Grand Canyon Village,AZ,86023,06:00:00 - 07:00,16:30:00 - 07:00,10/31/16,11/3/16,,44,"1 Boulder St, Grand Canyon Village, AZ 86023",,06:00 AM-04:30 PM,,ho71953709,false,AZ,,,,poll61662464
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,1400 E. Ash St.,,Globe,AZ,85501,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,http://www.gilacountyaz.gov/government/recorder/early_polling_sites.php. (PRIMARY DATES - general available MID SEPTEMBER ,45,"1400 E. Ash St., Globe, AZ 85501",,08:00 AM-05:00 PM,,ho9398961,false,AZ,,,,poll55533018
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,1400 E. Ash St.,,Globe,AZ,85501,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,46,"1400 E. Ash St., Globe, AZ 85501",,08:00 AM-05:00 PM,,ho9398961,false,AZ,,,,poll55533018
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,1400 E. Ash St.,,Globe,AZ,85501,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,47,"1400 E. Ash St., Globe, AZ 85501",,08:00 AM-05:00 PM,,ho9398961,false,AZ,,,,poll55533018
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,1400 E. Ash St.,,Globe,AZ,85501,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,48,"1400 E. Ash St., Globe, AZ 85501",,08:00 AM-05:00 PM,,ho9398961,false,AZ,,,,poll55533018
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10/12/16,10/14/16,,49,"201 W. Frontier St., Payson, AZ 85541",,08:00 AM-12:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,,50,"201 W. Frontier St., Payson, AZ 85541",,01:00 PM-05:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10/17/16,10/21/16,,51,"201 W. Frontier St., Payson, AZ 85541",,08:00 AM-12:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,52,"201 W. Frontier St., Payson, AZ 85541",,01:00 PM-05:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10/24/16,10/28/16,,53,"201 W. Frontier St., Payson, AZ 85541",,08:00 AM-12:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,54,"201 W. Frontier St., Payson, AZ 85541",,01:00 PM-05:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,8:00:00 - 07:00,12:00:00 - 07:00,10/31/16,11/4/16,,55,"201 W. Frontier St., Payson, AZ 85541",,08:00 AM-12:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Recorder's Office,201 W. Frontier St.,,Payson,AZ,85541,13:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,56,"201 W. Frontier St., Payson, AZ 85541",,01:00 PM-05:00 PM,,ho42993316,false,AZ,,,,poll80494999
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Town Hall,206 Giffin Ave,,Winkelman,AZ,85192,10:00:00 - 07:00,14:00:00 - 07:00,10/18/16,10/18/16,,57,"206 Giffin Ave, Winkelman, AZ 85192",,10:00 AM-02:00 PM,,ho1784886,false,AZ,,,,poll52794427
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov, Canyon Day Jr. High School,4621 S 9th St,,Whiteriver,AZ,85941,10:00:00 - 07:00,14:00:00 - 07:00,10/19/16,10/19/16,,58,"4621 S 9th St, Whiteriver, AZ 85941",,10:00 AM-02:00 PM,,ho16635994,false,AZ,,,,poll67721847
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Roosevelt Baptist Church,AZ-188,,Roosevelt,AZ,85545,09:00:00 - 07:00,11:00:00 - 07:00,10/20/16,10/20/16,,59,"AZ-188, Roosevelt, AZ 85545",,09:00 AM-11:00 AM,,ho19182935,false,AZ,,,,poll69996521
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Chamber of Commerce,45675 N Hwy 188,,Tonto Basin,AZ,85553,13:00:00 - 07:00,15:00:00 - 07:00,10/20/16,10/20/16,,60,"45675 N Hwy 188, Tonto Basin, AZ 85553",,01:00 PM-03:00 PM,,ho61379892,false,AZ,,,,poll51220575
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,First Baptist Church,4039 N Az Highway 87,,Pine,AZ,85544,10:00:00 - 07:00,14:00:00 - 07:00,10/25/16,10/25/16,,61,"4039 N Az Highway 87, Pine, AZ 85544",,10:00 AM-02:00 PM,,ho23972466,false,AZ,,,,poll24493783
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,San Carolos Public Library,89 San Carlos Ave,, San Carlos,AZ,85550,10:00:00 - 07:00,14:00:00 - 07:00,10/26/16,10/26/16,,62,"89 San Carlos Ave, San Carlos, AZ 85550",,10:00 AM-02:00 PM,,ho57909833,false,AZ,,,,poll84848348
Gila County,ocd-division/country:us/state:az/county:gila,http://www.gilacountyaz.gov/government/recorder/,(928) 402-8731,sbingham@gilacountyaz.gov,Pleasant Valley Community Center, Hwy 288  ,,Young,AZ,85554,10:00:00 - 07:00,14:00:00 - 07:00,10/27/16,10/27/16,,63,"Hwy 288, Young, AZ 85554",,10:00 AM-02:00 PM,,ho4050869,false,AZ,,,,poll45137012
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,,921 Thatcher Blvd.,,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,EV starts Oct 12 and runs M - TH 7am to 6pm. Closed on Friday EXCEPT for Nov 4 when hours will be 8 - 5. No saturdays. Don't have satellite locations set at this time - will closer to election time. ,64,"921 Thatcher Blvd., Safford, AZ 85546",,07:00 AM-06:00 PM,,ho37176100,false,AZ,,,,poll7643297
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,,921 Thatcher Blvd.,,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,,65,"921 Thatcher Blvd., Safford, AZ 85546",,07:00 AM-06:00 PM,,ho37176100,false,AZ,,,,poll7643297
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,,921 Thatcher Blvd.,,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,66,"921 Thatcher Blvd., Safford, AZ 85546",,07:00 AM-06:00 PM,,ho37176100,false,AZ,,,,poll7643297
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,,921 Thatcher Blvd.,,Safford,AZ,85546,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,67,"921 Thatcher Blvd., Safford, AZ 85546",,07:00 AM-06:00 PM,,ho37176100,false,AZ,,,,poll7643297
