name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,ev id,locality id,county
Jefferson County Auditor,Jefferson County Auditor,1820 Jefferson St,,,Port Townsend,WA,98368,Jefferson & Cass Streets. Auditor's Office is located on the first floor of the County Courthouse.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Election Day hours are 8 a.m. to 8 p.m.,53050160241,5313016,Jefferson County
Jefferson County Auditor,Jefferson County Auditor,1820 Jefferson St,,,Port Townsend,WA,98368,Jefferson & Cass Streets. Auditor's Office is located on the first floor of the County Courthouse.,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,8:30 a.m. to 4:30 p.m. Election Day hours are 8 a.m. to 8 p.m.,53050160241,5313016,Jefferson County
(Renton) King County Elections Office Voter Service Center (VSPC),King County Elections Office,919 SW Grady Way,,,Renton,WA,98057,,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,"Open the following hours: -Weekdays, July 18-29, 8:30 a.m. - 4:30 p.m. -â€”Saturday, July 30, 10 a.m. - 3 p.m.â€”Monday, August 1, 8:30 a.m. - 7 p.m.â€”Tuesday, August 2, 8:30 a.m. - 8 p.m.",53050170433,5313017,King County
(Renton) King County Elections Office Voter Service Center (VSPC),King County Elections Office,919 SW Grady Way,,,Renton,WA,98057,,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,"Open the following hours: -Weekdays, July 18-29, 8:30 a.m. - 4:30 p.m. -â€”Saturday, July 30, 10 a.m. - 3 p.m.â€”Monday, August 1, 8:30 a.m. - 7 p.m.â€”Tuesday, August 2, 8:30 a.m. - 8 p.m.",53050170433,5313017,King County
(Renton) King County Elections Office Voter Service Center (VSPC),King County Elections Office,919 SW Grady Way,,,Renton,WA,98057,,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,"Open the following hours: -Weekdays, July 18-29, 8:30 a.m. - 4:30 p.m. -â€”Saturday, July 30, 10 a.m. - 3 p.m.â€”Monday, August 1, 8:30 a.m. - 7 p.m.â€”Tuesday, August 2, 8:30 a.m. - 8 p.m.",53050170433,5313017,King County
South Kitsap Voter Service Center (VSPC),County Administration Building,619 Division St,,,Port Orchard,WA,98366,,VSPC,10-21-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. Election Day,53050180329,5313018,Kitsap County
South Kitsap Voter Service Center (VSPC),County Administration Building,619 Division St,,,Port Orchard,WA,98366,,VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. Election Day,53050180329,5313018,Kitsap County
South Kitsap Voter Service Center (VSPC),County Administration Building,619 Division St,,,Port Orchard,WA,98366,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. Election Day,53050180329,5313018,Kitsap County
South Kitsap Voter Service Center (VSPC),County Administration Building,619 Division St,,,Port Orchard,WA,98366,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. Election Day,53050180329,5313018,Kitsap County
South Kitsap Voter Service Center (VSPC),County Administration Building,619 Division St,,,Port Orchard,WA,98366,,VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,8  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. Election Day,53050180329,5313018,Kitsap County
Kittitas County Auditor's Office Voter Service Center (VSPC),Kittitas County Auditor's Office,"205 W 5th, Ste 105",,,Ellensburg,WA,98926,,VSPC,10-19-2016,10-21-2016,09:00:00 - 07:00,17:00:00 - 07:00,9 a.m. to 5 p.m. Open until 8 p.m. on Election Day.,53050190204,5313019,Kittitas County
Kittitas County Auditor's Office Voter Service Center (VSPC),Kittitas County Auditor's Office,"205 W 5th, Ste 105",,,Ellensburg,WA,98926,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,17:00:00 - 07:00,9 a.m. to 5 p.m. Open until 8 p.m. on Election Day.,53050190204,5313019,Kittitas County
Kittitas County Auditor's Office Voter Service Center (VSPC),Kittitas County Auditor's Office,"205 W 5th, Ste 105",,,Ellensburg,WA,98926,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,9 a.m. to 5 p.m. Open until 8 p.m. on Election Day.,53050190204,5313019,Kittitas County
Kittitas County Auditor's Office Voter Service Center (VSPC),Kittitas County Auditor's Office,"205 W 5th, Ste 105",,,Ellensburg,WA,98926,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,9 a.m. to 5 p.m. Open until 8 p.m. on Election Day.,53050190204,5313019,Kittitas County
Kittitas County Auditor's Office Voter Service Center (VSPC),Kittitas County Auditor's Office,"205 W 5th, Ste 105",,,Ellensburg,WA,98926,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,17:00:00 - 08:00,9 a.m. to 5 p.m. Open until 8 p.m. on Election Day.,53050190204,5313019,Kittitas County
Auditor's Office,Auditor's Office,205 S. Columbus Ave. Rm 203,,,Goldendale,WA,98620,"The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",VSPC,10-21-2016,10-21-2016,08:30:00 - 07:00,17:00:00 - 07:00,8:30  a.m. to 5  p.m. Office is open from 8:30 a.m. to 8 p.m. on Election Day.,53050200144,5313020,Klickitat County
Auditor's Office,Auditor's Office,205 S. Columbus Ave. Rm 203,,,Goldendale,WA,98620,"The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,17:00:00 - 07:00,8:30  a.m. to 5  p.m. Office is open from 8:30 a.m. to 8 p.m. on Election Day.,53050200144,5313020,Klickitat County
Auditor's Office,Auditor's Office,205 S. Columbus Ave. Rm 203,,,Goldendale,WA,98620,"The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,17:00:00 - 07:00,8:30  a.m. to 5  p.m. Office is open from 8:30 a.m. to 8 p.m. on Election Day.,53050200144,5313020,Klickitat County
Auditor's Office,Auditor's Office,205 S. Columbus Ave. Rm 203,,,Goldendale,WA,98620,"The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,17:00:00 - 07:00,8:30  a.m. to 5  p.m. Office is open from 8:30 a.m. to 8 p.m. on Election Day.,53050200144,5313020,Klickitat County
Auditor's Office,Auditor's Office,205 S. Columbus Ave. Rm 203,,,Goldendale,WA,98620,"The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left.",VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,17:00:00 - 08:00,8:30  a.m. to 5  p.m. Office is open from 8:30 a.m. to 8 p.m. on Election Day.,53050200144,5313020,Klickitat County
Lewis County Auditor's Office Voter Service Center (VSPC),Lewis County Auditor's Office,351 N.W. North St.,,,Chehalis,WA,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,VSPC,10-19-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050210143,5313021,Lewis County
Lewis County Auditor's Office Voter Service Center (VSPC),Lewis County Auditor's Office,351 N.W. North St.,,,Chehalis,WA,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050210143,5313021,Lewis County
Lewis County Auditor's Office Voter Service Center (VSPC),Lewis County Auditor's Office,351 N.W. North St.,,,Chehalis,WA,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050210143,5313021,Lewis County
Lewis County Auditor's Office Voter Service Center (VSPC),Lewis County Auditor's Office,351 N.W. North St.,,,Chehalis,WA,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050210143,5313021,Lewis County
Lewis County Auditor's Office Voter Service Center (VSPC),Lewis County Auditor's Office,351 N.W. North St.,,,Chehalis,WA,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.,VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050210143,5313021,Lewis County
Election Office,Election Office,450 Logan,,,Davenport,WA,99122,,VSPC,10-19-2016,10-21-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050220004,5313022,Lincoln County
Election Office,Election Office,450 Logan,,,Davenport,WA,99122,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050220004,5313022,Lincoln County
Election Office,Election Office,450 Logan,,,Davenport,WA,99122,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050220004,5313022,Lincoln County
Election Office,Election Office,450 Logan,,,Davenport,WA,99122,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050220004,5313022,Lincoln County
Election Office,Election Office,450 Logan,,,Davenport,WA,99122,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,16:00:00 - 08:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050220004,5313022,Lincoln County
Mason County Auditor's Office Voter Service Center (VSPC),Mason County Auditor's Office,411 N 5th Street,,,Shelton,WA,98584,,VSPC,10-19-2016,10-21-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050230137,5313023,Mason County
Mason County Auditor's Office Voter Service Center (VSPC),Mason County Auditor's Office,411 N 5th Street,,,Shelton,WA,98584,,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050230137,5313023,Mason County
Mason County Auditor's Office Voter Service Center (VSPC),Mason County Auditor's Office,411 N 5th Street,,,Shelton,WA,98584,,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050230137,5313023,Mason County
Mason County Auditor's Office Voter Service Center (VSPC),Mason County Auditor's Office,411 N 5th Street,,,Shelton,WA,98584,,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050230137,5313023,Mason County
Mason County Auditor's Office Voter Service Center (VSPC),Mason County Auditor's Office,411 N 5th Street,,,Shelton,WA,98584,,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050230137,5313023,Mason County
Okanogan County Auditor Voter Service Center (VSPC),Okanogan County Auditor,149 3rd Ave N,,,Okanogan,WA,98840,"Room 104, 1st floor",VSPC,10-21-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Election Day only 8 AM to 8 PM.,53050240185,5313024,Okanogan County
Okanogan County Auditor Voter Service Center (VSPC),Okanogan County Auditor,149 3rd Ave N,,,Okanogan,WA,98840,"Room 104, 1st floor",VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Election Day only 8 AM to 8 PM.,53050240185,5313024,Okanogan County
Okanogan County Auditor Voter Service Center (VSPC),Okanogan County Auditor,149 3rd Ave N,,,Okanogan,WA,98840,"Room 104, 1st floor",VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Election Day only 8 AM to 8 PM.,53050240185,5313024,Okanogan County
Okanogan County Auditor Voter Service Center (VSPC),Okanogan County Auditor,149 3rd Ave N,,,Okanogan,WA,98840,"Room 104, 1st floor",VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Election Day only 8 AM to 8 PM.,53050240185,5313024,Okanogan County
Okanogan County Auditor Voter Service Center (VSPC),Okanogan County Auditor,149 3rd Ave N,,,Okanogan,WA,98840,"Room 104, 1st floor",VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,8 a.m. to 4:30 p.m. Election Day only 8 AM to 8 PM.,53050240185,5313024,Okanogan County
Pacific County Courthouse,Pacific County Courthouse,300 Memorial Drive,,,South Bend,WA,98586,"The Auditor's Office is located to the right, inside the main entrance.  ",VSPC,10-19-2016,10-21-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30  a.m. to 4:30  p.m. Ballots are accepted until 8 PM on election day.,53050250039,5313025,Pacific County
Pacific County Courthouse,Pacific County Courthouse,300 Memorial Drive,,,South Bend,WA,98586,"The Auditor's Office is located to the right, inside the main entrance.  ",VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30  a.m. to 4:30  p.m. Ballots are accepted until 8 PM on election day.,53050250039,5313025,Pacific County
Pacific County Courthouse,Pacific County Courthouse,300 Memorial Drive,,,South Bend,WA,98586,"The Auditor's Office is located to the right, inside the main entrance.  ",VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30  a.m. to 4:30  p.m. Ballots are accepted until 8 PM on election day.,53050250039,5313025,Pacific County
Pacific County Courthouse,Pacific County Courthouse,300 Memorial Drive,,,South Bend,WA,98586,"The Auditor's Office is located to the right, inside the main entrance.  ",VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30  a.m. to 4:30  p.m. Ballots are accepted until 8 PM on election day.,53050250039,5313025,Pacific County
Pacific County Courthouse,Pacific County Courthouse,300 Memorial Drive,,,South Bend,WA,98586,"The Auditor's Office is located to the right, inside the main entrance.  ",VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,8:30  a.m. to 4:30  p.m. Ballots are accepted until 8 PM on election day.,53050250039,5313025,Pacific County
Pend Oreille County Auditor's Office,Pend Oreille County Auditor's Office,625 West 4th Street,,,Newport,WA,99156,"The Auditor's Office is located in the County Court House, 1ST Floor",VSPC,10-19-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050260045,5313026,Pend Oreille County
Pend Oreille County Auditor's Office,Pend Oreille County Auditor's Office,625 West 4th Street,,,Newport,WA,99156,"The Auditor's Office is located in the County Court House, 1ST Floor",VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050260045,5313026,Pend Oreille County
Pend Oreille County Auditor's Office,Pend Oreille County Auditor's Office,625 West 4th Street,,,Newport,WA,99156,"The Auditor's Office is located in the County Court House, 1ST Floor",VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050260045,5313026,Pend Oreille County
Pend Oreille County Auditor's Office,Pend Oreille County Auditor's Office,625 West 4th Street,,,Newport,WA,99156,"The Auditor's Office is located in the County Court House, 1ST Floor",VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050260045,5313026,Pend Oreille County
Pend Oreille County Auditor's Office,Pend Oreille County Auditor's Office,625 West 4th Street,,,Newport,WA,99156,"The Auditor's Office is located in the County Court House, 1ST Floor",VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,8 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050260045,5313026,Pend Oreille County
Clover Park Technical College - Rotunda Bldg 3,Clover Park Technical College - Rotunda Bldg 3 (Enter from Lakeview Ave SW),4500 Steilacoom Blvd SW,,,Lakewood,WA,98499,Enter from Lakeview Ave SW. Building 3 is the circular building located on the left side of the entrance into Clover Park.,VSPC,11-07-2016,11-07-2016,07:00:00 - 08:00,20:00:00 - 08:00,"Monday through Friday 7 a.m. to 8 p.m. Open until 8 p.m. on Election Day. **Data said it started on 11/5, but office hours don't include Saturday",53050270322,5313027,Pierce County
Pierce County Election Center,Pierce County Election Center,"2501 S 35th St, Suite C",,,Tacoma,WA,98409,Located west of the Pierce County Annex.,VSPC,10-21-2016,10-21-2016,08:30:00 - 07:00,16:30:00 - 07:00,"8:30  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. on Election Day.Voting center offers touch screen accessible voting, replacement ballots, and Vote-By-Mail ballot deposit box.",53050270324,5313027,Pierce County
Pierce County Election Center,Pierce County Election Center,"2501 S 35th St, Suite C",,,Tacoma,WA,98409,Located west of the Pierce County Annex.,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,"8:30  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. on Election Day.Voting center offers touch screen accessible voting, replacement ballots, and Vote-By-Mail ballot deposit box.",53050270324,5313027,Pierce County
Pierce County Election Center,Pierce County Election Center,"2501 S 35th St, Suite C",,,Tacoma,WA,98409,Located west of the Pierce County Annex.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,"8:30  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. on Election Day.Voting center offers touch screen accessible voting, replacement ballots, and Vote-By-Mail ballot deposit box.",53050270324,5313027,Pierce County
Pierce County Election Center,Pierce County Election Center,"2501 S 35th St, Suite C",,,Tacoma,WA,98409,Located west of the Pierce County Annex.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,"8:30  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. on Election Day.Voting center offers touch screen accessible voting, replacement ballots, and Vote-By-Mail ballot deposit box.",53050270324,5313027,Pierce County
Pierce County Election Center,Pierce County Election Center,"2501 S 35th St, Suite C",,,Tacoma,WA,98409,Located west of the Pierce County Annex.,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,"8:30  a.m. to 4:30  p.m. Open 7 a.m. to 8 p.m. on Election Day.Voting center offers touch screen accessible voting, replacement ballots, and Vote-By-Mail ballot deposit box.",53050270324,5313027,Pierce County
Pierce County Annex Voting Center,Pierce County Annex Voting Center,2401 S. 35th St.,,,Tacoma,WA,98409,,VSPC,11-04-2016,11-04-2016,07:00:00 - 08:00,20:00:00 - 08:00,7 a.m. to 8 p.m. Open until 8 p.m. on Election Day.,53050270492,5313027,Pierce County
Pierce County Annex Voting Center,Pierce County Annex Voting Center,2401 S. 35th St.,,,Tacoma,WA,98409,,VSPC,11-07-2016,11-07-2016,07:00:00 - 08:00,20:00:00 - 08:00,7 a.m. to 8 p.m. Open until 8 p.m. on Election Day.,53050270492,5313027,Pierce County
Elections Office,Elections Office,"55 Second Street, Suite A",,,Friday Harbor,WA,98250,,VSPC,10-21-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. *Open 8 AM to 4:30 PM weekdays**Open 8 AM to 8 PM Election Day*,53050280403,5313028,San Juan County
Elections Office,Elections Office,"55 Second Street, Suite A",,,Friday Harbor,WA,98250,,VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. *Open 8 AM to 4:30 PM weekdays**Open 8 AM to 8 PM Election Day*,53050280403,5313028,San Juan County
Elections Office,Elections Office,"55 Second Street, Suite A",,,Friday Harbor,WA,98250,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. *Open 8 AM to 4:30 PM weekdays**Open 8 AM to 8 PM Election Day*,53050280403,5313028,San Juan County
Elections Office,Elections Office,"55 Second Street, Suite A",,,Friday Harbor,WA,98250,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,8  a.m. to 4:30  p.m. *Open 8 AM to 4:30 PM weekdays**Open 8 AM to 8 PM Election Day*,53050280403,5313028,San Juan County
Elections Office,Elections Office,"55 Second Street, Suite A",,,Friday Harbor,WA,98250,,VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,8  a.m. to 4:30  p.m. *Open 8 AM to 4:30 PM weekdays**Open 8 AM to 8 PM Election Day*,53050280403,5313028,San Juan County
Skagit County Auditor's Office,Skagit County Auditor's Office,700 S 2nd St # 201,,,Mt Vernon,WA,98273,Skagit County Elections Department in the Skagit County Auditor's Office.,VSPC,10-19-2016,10-21-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050290164,5313029,Skagit County
Skagit County Auditor's Office,Skagit County Auditor's Office,700 S 2nd St # 201,,,Mt Vernon,WA,98273,Skagit County Elections Department in the Skagit County Auditor's Office.,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050290164,5313029,Skagit County
Skagit County Auditor's Office,Skagit County Auditor's Office,700 S 2nd St # 201,,,Mt Vernon,WA,98273,Skagit County Elections Department in the Skagit County Auditor's Office.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050290164,5313029,Skagit County
Skagit County Auditor's Office,Skagit County Auditor's Office,700 S 2nd St # 201,,,Mt Vernon,WA,98273,Skagit County Elections Department in the Skagit County Auditor's Office.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050290164,5313029,Skagit County
Skagit County Auditor's Office,Skagit County Auditor's Office,700 S 2nd St # 201,,,Mt Vernon,WA,98273,Skagit County Elections Department in the Skagit County Auditor's Office.,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,8:30 a.m. to 4:30 p.m. Open until 8 p.m. on Election Day.,53050290164,5313029,Skagit County
Skamania County Auditor's Office,Skamania County Auditor's Office,240 NW Vancouver Ave,,,Stevenson,WA,98648,,VSPC,10-19-2016,10-20-2016,07:30:00 - 07:00,17:30:00 - 07:00,"On Election Day, we are open 7:30 am to 8:00 pm.Office is open Monday through Thursday 7:30 am to 5:30 pm.",53050300043,5313030,Skamania County
County Auditor's Office - accessible voting,County Auditor's Office - accessible voting,3000 Rockefeller Ave,,,Everett,WA,98201,,VSPC,10-19-2016,10-21-2016,09:00:00 - 07:00,17:00:00 - 07:00,9 am - 5pm.  On Election Day voting available 8am - 8pm.,53050310238,5313031,Snohomish County
County Auditor's Office - accessible voting,County Auditor's Office - accessible voting,3000 Rockefeller Ave,,,Everett,WA,98201,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,17:00:00 - 07:00,Machine voting available Monday - Friday 9 am - 5pm.  On Election Day voting available 8am - 8pm.,53050310238,5313031,Snohomish County
County Auditor's Office - accessible voting,County Auditor's Office - accessible voting,3000 Rockefeller Ave,,,Everett,WA,98201,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,Machine voting available Monday - Friday 9 am - 5pm.  On Election Day voting available 8am - 8pm.,53050310238,5313031,Snohomish County
County Auditor's Office - accessible voting,County Auditor's Office - accessible voting,3000 Rockefeller Ave,,,Everett,WA,98201,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,Machine voting available Monday - Friday 9 am - 5pm.  On Election Day voting available 8am - 8pm.,53050310238,5313031,Snohomish County
County Auditor's Office - accessible voting,County Auditor's Office - accessible voting,3000 Rockefeller Ave,,,Everett,WA,98201,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,17:00:00 - 08:00,Machine voting available Monday - Friday 9 am - 5pm.  On Election Day voting available 8am - 8pm.,53050310238,5313031,Snohomish County
Elections Office Voter Service Center (VSPC),Elections Office,1033 W Gardner Ave,,,Spokane,WA,99201,Located 1/2 block west of Monroe St and one block south of Boone Ave.,VSPC,10-19-2016,10-21-2016,08:30:00 - 07:00,16:00:00 - 07:00,"Open Monday through Friday, except holidays, 8:30 am to 4:00 pm. Open Election Day from 7:00 am to 8:00 pm.",53050320034,5313032,Spokane County
Elections Office Voter Service Center (VSPC),Elections Office,1033 W Gardner Ave,,,Spokane,WA,99201,Located 1/2 block west of Monroe St and one block south of Boone Ave.,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:00:00 - 07:00,"Open Monday through Friday, except holidays, 8:30 am to 4:00 pm. Open Election Day from 7:00 am to 8:00 pm.",53050320034,5313032,Spokane County
Elections Office Voter Service Center (VSPC),Elections Office,1033 W Gardner Ave,,,Spokane,WA,99201,Located 1/2 block west of Monroe St and one block south of Boone Ave.,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:00:00 - 07:00,"Open Monday through Friday, except holidays, 8:30 am to 4:00 pm. Open Election Day from 7:00 am to 8:00 pm.",53050320034,5313032,Spokane County
Elections Office Voter Service Center (VSPC),Elections Office,1033 W Gardner Ave,,,Spokane,WA,99201,Located 1/2 block west of Monroe St and one block south of Boone Ave.,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:00:00 - 08:00,"Open Monday through Friday, except holidays, 8:30 am to 4:00 pm. Open Election Day from 7:00 am to 8:00 pm.",53050320034,5313032,Spokane County
Stevens County Auditor's Office,Stevens County Auditor's Office,215 S Oak St # 104,,,Colville,WA,99114,,VSPC,10-19-2016,10-21-2016,09:00:00 - 07:00,15:30:00 - 07:00,9 a.m. to 3:30 p.m. Open until 8 p.m. on Election Day.,53050330165,5313033,Stevens County
Stevens County Auditor's Office,Stevens County Auditor's Office,215 S Oak St # 104,,,Colville,WA,99114,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,15:30:00 - 07:00,9 a.m. to 3:30 p.m. Open until 8 p.m. on Election Day.,53050330165,5313033,Stevens County
Stevens County Auditor's Office,Stevens County Auditor's Office,215 S Oak St # 104,,,Colville,WA,99114,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,15:30:00 - 07:00,9 a.m. to 3:30 p.m. Open until 8 p.m. on Election Day.,53050330165,5313033,Stevens County
Stevens County Auditor's Office,Stevens County Auditor's Office,215 S Oak St # 104,,,Colville,WA,99114,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,15:30:00 - 07:00,9 a.m. to 3:30 p.m. Open until 8 p.m. on Election Day.,53050330165,5313033,Stevens County
