office_name,official_title,types,ocd_division,division_description,homepage_url,phone,location_name,address1,address2,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,08:00:00 - 05:00,17:00:00 - 05:00,10-19-16,10-19-16,11,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,08:00 AM-05:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,08:00:00 - 05:00,18:00:00 - 05:00,10-20-16,10-20-16,12,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,08:00 AM-06:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,07:00:00 - 05:00,17:00:00 - 05:00,10-21-16,10-21-16,13,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,07:00 AM-05:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,09:00:00 - 05:00,14:00:00 - 05:00,10-22-16,10-22-16,14,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,09:00 AM-02:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,08:00:00 - 05:00,17:00:00 - 05:00,10-24-16,10-26-16,15,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,08:00 AM-05:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,08:00:00 - 05:00,18:00:00 - 05:00,10-27-16,10-27-16,16,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,08:00 AM-06:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,07:00:00 - 05:00,17:00:00 - 05:00,10-28-16,10-28-16,17,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,07:00 AM-05:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,09:00:00 - 05:00,14:00:00 - 05:00,10-29-16,10-29-16,18,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,09:00 AM-02:00 PM,,ho18027906,false,true,,,,poll18086085
Bedford County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bedford,Bedford County TN,http://www.bedfordcountytn.org/election.html,(931) 684-0531,"One Public Square, Suite 20","One Public Square, Suite 20",,Shelbyville,TN,37160-3952,08:00:00 - 05:00,18:00:00 - 05:00,10-31-16,11-03-16,19,"One Public Square, Suite 20, Shelbyville, TN 37160-3952",,08:00 AM-06:00 PM,,ho18027906,false,true,,,,poll18086085
Bledsoe County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bledsoe,Bledsoe County TN,,(423) 447-2776,3150 Main Street,3150 Main Street,,Pikeville,TN,37367,16:00:00 - 04:00,19:00:00 - 04:00,10-19-16,10-21-16,20,"3150 Main Street, Pikeville, TN 37367",,04:00 PM-07:00 PM,,ho57805670,false,true,,,,poll43422481
Bledsoe County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bledsoe,Bledsoe County TN,,(423) 447-2776,3150 Main Street,3150 Main Street,,Pikeville,TN,37367,09:00:00 - 04:00,12:00:00 - 04:00,10-22-16,10-22-16,21,"3150 Main Street, Pikeville, TN 37367",,09:00 AM-12:00 PM,,ho57805670,false,true,,,,poll43422481
Bledsoe County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bledsoe,Bledsoe County TN,,(423) 447-2776,3150 Main Street,3150 Main Street,,Pikeville,TN,37367,13:00:00 - 04:00,16:00:00 - 04:00,10-24-16,10-28-16,22,"3150 Main Street, Pikeville, TN 37367",,01:00 PM-04:00 PM,,ho57805670,false,true,,,,poll43422481
Bledsoe County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bledsoe,Bledsoe County TN,,(423) 447-2776,3150 Main Street,3150 Main Street,,Pikeville,TN,37367,09:00:00 - 04:00,12:00:00 - 04:00,10-29-16,10-29-16,23,"3150 Main Street, Pikeville, TN 37367",,09:00 AM-12:00 PM,,ho57805670,false,true,,,,poll43422481
Bledsoe County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bledsoe,Bledsoe County TN,,(423) 447-2776,3150 Main Street,3150 Main Street,,Pikeville,TN,37367,09:00:00 - 04:00,12:00:00 - 04:00,10-31-16,11-03-16,24,"3150 Main Street, Pikeville, TN 37367",,09:00 AM-12:00 PM,,ho57805670,false,true,,,,poll43422481
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"Courthouse Annex, 155 Broad Street N.W., Suite 102","155 Broad Street N.W., Suite 102",,Cleveland,TN,37311-5000,09:00:00 - 05:00,18:00:00 - 05:00 ,10-19-16,10-21-16,25,"155 Broad Street N.W., Suite 102, Cleveland, TN 37311-5000",,09:00 AM-06:00 PM,,ho71982923,false,true,,,,poll16544213
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"Courthouse Annex, 155 Broad Street N.W., Suite 102","155 Broad Street N.W., Suite 102",,Cleveland,TN,37311-5000,09:00:00 - 05:00,16:00:00 - 04:00,10-22-16,10-22-16,26,"155 Broad Street N.W., Suite 102, Cleveland, TN 37311-5000",,09:00 AM-04:00 PM,,ho71982923,false,true,,,,poll16544213
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"Courthouse Annex, 155 Broad Street N.W., Suite 102","155 Broad Street N.W., Suite 102",,Cleveland,TN,37311-5000,09:00:00 - 05:00,18:00:00 - 05:00 ,10-24-16,10-28-16,27,"155 Broad Street N.W., Suite 102, Cleveland, TN 37311-5000",,09:00 AM-06:00 PM,,ho71982923,false,true,,,,poll16544213
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"Courthouse Annex, 155 Broad Street N.W., Suite 102","155 Broad Street N.W., Suite 102",,Cleveland,TN,37311-5000,09:00:00 - 05:00,16:00:00 - 04:00,10-29-16,10-29-16,28,"155 Broad Street N.W., Suite 102, Cleveland, TN 37311-5000",,09:00 AM-04:00 PM,,ho71982923,false,true,,,,poll16544213
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"Courthouse Annex, 155 Broad Street N.W., Suite 102","155 Broad Street N.W., Suite 102",,Cleveland,TN,37311-5000,09:00:00 - 05:00,18:00:00 - 05:00 ,10-31-16,11-03-16,29,"155 Broad Street N.W., Suite 102, Cleveland, TN 37311-5000",,09:00 AM-06:00 PM,,ho71982923,false,true,,,,poll16544213
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"200 Paul Huff PKwy NW, Suite 513","200 Paul Huff PKwy NW, Suite 513",,Cleveland,TN,37312,09:00:00 - 05:00,18:00:00 - 05:00 ,10-19-16,10-21-16,30,"200 Paul Huff PKwy NW, Suite 513, Cleveland, TN 37312",,09:00 AM-06:00 PM,,ho14551734,false,true,,,,poll89122086
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"200 Paul Huff PKwy NW, Suite 513","200 Paul Huff PKwy NW, Suite 513",,Cleveland,TN,37312,09:00:00 - 05:00,16:00:00 - 04:00,10-22-16,10-22-16,31,"200 Paul Huff PKwy NW, Suite 513, Cleveland, TN 37312",,09:00 AM-04:00 PM,,ho14551734,false,true,,,,poll89122086
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"200 Paul Huff PKwy NW, Suite 513","200 Paul Huff PKwy NW, Suite 513",,Cleveland,TN,37312,09:00:00 - 05:00,18:00:00 - 05:00 ,10-24-16,10-28-16,32,"200 Paul Huff PKwy NW, Suite 513, Cleveland, TN 37312",,09:00 AM-06:00 PM,,ho14551734,false,true,,,,poll89122086
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"200 Paul Huff PKwy NW, Suite 513","200 Paul Huff PKwy NW, Suite 513",,Cleveland,TN,37312,09:00:00 - 05:00,16:00:00 - 04:00,10-29-16,10-29-16,33,"200 Paul Huff PKwy NW, Suite 513, Cleveland, TN 37312",,09:00 AM-04:00 PM,,ho14551734,false,true,,,,poll89122086
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,"200 Paul Huff PKwy NW, Suite 513","200 Paul Huff PKwy NW, Suite 513",,Cleveland,TN,37312,09:00:00 - 05:00,18:00:00 - 05:00 ,10-31-16,11-03-16,34,"200 Paul Huff PKwy NW, Suite 513, Cleveland, TN 37312",,09:00 AM-06:00 PM,,ho14551734,false,true,,,,poll89122086
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,2310 McGrady Drive SE,2310 McGrady Drive SE,,Cleveland,TN,37323,09:00:00 - 05:00,18:00:00 - 05:00 ,10-19-16,10-21-16,35,"2310 McGrady Drive SE, Cleveland, TN 37323",,09:00 AM-06:00 PM,,ho6964244,false,true,,,,poll22195557
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,2310 McGrady Drive SE,2310 McGrady Drive SE,,Cleveland,TN,37323,09:00:00 - 05:00,16:00:00 - 04:00,10-22-16,10-22-16,36,"2310 McGrady Drive SE, Cleveland, TN 37323",,09:00 AM-04:00 PM,,ho6964244,false,true,,,,poll22195557
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,2310 McGrady Drive SE,2310 McGrady Drive SE,,Cleveland,TN,37323,09:00:00 - 05:00,18:00:00 - 05:00 ,10-24-16,10-28-16,37,"2310 McGrady Drive SE, Cleveland, TN 37323",,09:00 AM-06:00 PM,,ho6964244,false,true,,,,poll22195557
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,2310 McGrady Drive SE,2310 McGrady Drive SE,,Cleveland,TN,37323,09:00:00 - 05:00,16:00:00 - 04:00,10-29-16,10-29-16,38,"2310 McGrady Drive SE, Cleveland, TN 37323",,09:00 AM-04:00 PM,,ho6964244,false,true,,,,poll22195557
Bradley County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:bradley,Bradley County TN,http://bradleyelections.com/,(423) 728-7115,2310 McGrady Drive SE,2310 McGrady Drive SE,,Cleveland,TN,37323,09:00:00 - 05:00,18:00:00 - 05:00 ,10-31-16,11-03-16,39,"2310 McGrady Drive SE, Cleveland, TN 37323",,09:00 AM-06:00 PM,,ho6964244,false,true,,,,poll22195557
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,16:00:00 - 04:00,10-19-16,10-20-16,40,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-04:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,19:00:00 - 05:00,10-21-16,10-21-16,41,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-07:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,13:00:00 - 05:00,10-22-16,10-22-16,42,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-01:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,16:00:00 - 04:00,10-24-16,10-27-16,43,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-04:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,19:00:00 - 05:00,10-28-16,10-28-16,44,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-07:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,13:00:00 - 05:00,10-29-16,10-29-16,45,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-01:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,129 Church Alley,129 Church Alley,,Jacksboro,TN,37757,09:00:00 - 05:00,16:00:00 - 04:00,10-31-16,11-03-16,46,"129 Church Alley, Jacksboro, TN 37757",,09:00 AM-04:00 PM,,ho2217590,false,true,,,,poll43730514
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,09:00:00 - 05:00,14:00:00 - 05:00,10-19-16,10-20-16,47,"410 S Main St, Jellico, TN 37762",,09:00 AM-02:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,14:00:00 - 05:00,19:00:00 - 05:00,10-21-16,10-21-16,48,"410 S Main St, Jellico, TN 37762",,02:00 PM-07:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,09:00:00 - 05:00,13:00:00 - 05:00,10-22-16,10-22-16,49,"410 S Main St, Jellico, TN 37762",,09:00 AM-01:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,09:00:00 - 05:00,14:00:00 - 05:00,10-24-16,10-27-16,50,"410 S Main St, Jellico, TN 37762",,09:00 AM-02:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,14:00:00 - 05:00,19:00:00 - 05:00,10-28-16,10-28-16,51,"410 S Main St, Jellico, TN 37762",,02:00 PM-07:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,09:00:00 - 05:00,13:00:00 - 05:00,10-29-16,10-29-16,52,"410 S Main St, Jellico, TN 37762",,09:00 AM-01:00 PM,,ho91696578,false,true,,,,poll87546573
Campbell County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:campbell,Campbell County TN,http://www.campbellelections.com/,(423) 562-9777,410 S Main St,410 S Main St,,Jellico,TN,37762,09:00:00 - 05:00,14:00:00 - 05:00,10-31-16,11-03-16,53,"410 S Main St, Jellico, TN 37762",,09:00 AM-02:00 PM,,ho91696578,false,true,,,,poll87546573
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-19-16,10-19-16,54,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,16:00:00 - 05:00,19:00:00 - 05:00,10-20-16,10-20-16,55,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,04:00 PM-07:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-21-16,10-21-16,56,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,10:00:00 - 05:00,14:00:00 - 05:00,10-22-16,10-22-16,57,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,10:00 AM-02:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-24-16,10-24-16,58,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,16:00:00 - 05:00,19:00:00 - 05:00,10-25-16,10-25-16,59,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,04:00 PM-07:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-26-16,10-26-16,60,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,16:00:00 - 05:00,19:00:00 - 05:00,10-27-16,10-27-16,61,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,04:00 PM-07:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-28-16,10-28-16,62,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,10:00:00 - 05:00,14:00:00 - 05:00,10-29-16,10-29-16,63,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,10:00 AM-02:00 PM,,ho76292631,false,true,,,,poll2817856
Cannon County,County Election Commission,":election,:registration",ocd-division/country:us/state:tn/county:cannon,Cannon County TN,http://cannoncountyelections.com/,(615) 563-5650,"301 West Main Street, Adams Office Bldg Room 244","301 West Main Street, Adams Office Bldg Room 244",,Woodbury,TN,37190-1100,08:00:00 - 05:00,13:00:00 - 05:00,10-31-16,10-31-16,64,"301 West Main Street, Adams Office Bldg Room 244, Woodbury, TN 37190-1100",,08:00 AM-01:00 PM,,ho76292631,false,true,,,,poll2817856
